gene_id	transcript_id(s)	AtlanticSalmon_RNA_Brain_Immature_Female_R1	AtlanticSalmon_RNA_Brain_Immature_Female_R2	AtlanticSalmon_RNA_Brain_Immature_Female_R3	AtlanticSalmon_RNA_Brain_Immature_Male_R1	AtlanticSalmon_RNA_Brain_Immature_Male_R2	AtlanticSalmon_RNA_Brain_Immature_Male_R3	AtlanticSalmon_RNA_Brain_Mature_Female_R1	AtlanticSalmon_RNA_Brain_Mature_Female_R2	AtlanticSalmon_RNA_Brain_Mature_Female_R3	AtlanticSalmon_RNA_Brain_Mature_Male_R1	AtlanticSalmon_RNA_Brain_Mature_Male_R2	AtlanticSalmon_RNA_Brain_Mature_Male_R3
ENSSSAG00000000328	ENSSSAT00000000642,ENSSSAT00000000646,ENSSSAT00000000652,ENSSSAT00000000661	25.26	22.93	38.26	32.41	18.92	35.89	17.08	53.42	54.70	76.02	25.06	56.01
ENSSSAG00000000333	ENSSSAT00000000568	0.08	0.26	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00
ENSSSAG00000000335	ENSSSAT00000000584,ENSSSAT00000161920,ENSSSAT00000249448	0.39	0.95	0.69	0.97	0.68	0.28	1.85	0.38	0.03	0.40	0.36	0.66
ENSSSAG00000000345	ENSSSAT00000000592,ENSSSAT00000162838	0.15	0.15	0.42	0.00	0.17	0.35	0.12	0.00	0.00	0.05	0.19	0.00
ENSSSAG00000000346	ENSSSAT00000000598	17.31	16.90	13.62	17.55	18.17	16.15	16.45	23.39	19.13	19.31	21.16	17.67
ENSSSAG00000000347	ENSSSAT00000000595	0.02	0.39	0.18	0.08	0.53	0.15	0.02	0.24	0.24	0.35	0.58	0.06
ENSSSAG00000000349	ENSSSAT00000000602,ENSSSAT00000157177,ENSSSAT00000195282,ENSSSAT00000208065,ENSSSAT00000250398,ENSSSAT00000254003	0.73	0.42	1.21	1.93	0.95	0.08	2.97	0.35	0.36	0.45	0.73	0.10
ENSSSAG00000000352	ENSSSAT00000000727,ENSSSAT00000000777,ENSSSAT00000000797,ENSSSAT00000000806,ENSSSAT00000000820,ENSSSAT00000000831,ENSSSAT00000129445,ENSSSAT00000129633	53.19	67.52	63.05	49.06	67.61	64.01	49.74	67.72	63.29	81.75	55.02	69.18
ENSSSAG00000000357	ENSSSAT00000000617	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000358	ENSSSAT00000000624,ENSSSAT00000233100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000360	ENSSSAT00000000618	0.96	1.53	2.37	11.41	3.02	0.55	80.74	0.86	0.35	2.63	3.46	0.93
ENSSSAG00000000362	ENSSSAT00000000621	0.87	0.64	0.82	0.60	0.21	0.68	0.64	1.35	1.10	0.79	0.58	1.13
ENSSSAG00000000363	ENSSSAT00000000625,ENSSSAT00000000632	20.26	17.72	16.34	13.99	14.31	17.31	18.11	10.42	9.76	9.33	27.22	11.75
ENSSSAG00000000364	ENSSSAT00000000631,ENSSSAT00000000643,ENSSSAT00000000650,ENSSSAT00000000658,ENSSSAT00000000667,ENSSSAT00000149913,ENSSSAT00000193946	56.37	70.10	51.57	46.84	61.39	73.15	37.46	60.06	57.47	55.43	61.94	56.81
ENSSSAG00000000368	ENSSSAT00000000766,ENSSSAT00000000770,ENSSSAT00000000774,ENSSSAT00000000781,ENSSSAT00000000793,ENSSSAT00000000801	13.83	13.86	17.28	13.40	12.18	14.65	8.91	28.75	26.65	17.65	13.84	16.60
ENSSSAG00000000371	ENSSSAT00000000636,ENSSSAT00000000649,ENSSSAT00000000664	14.33	14.42	17.00	13.52	18.50	16.71	7.94	19.70	18.19	17.98	12.35	20.15
ENSSSAG00000000375	ENSSSAT00000000647	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000376	ENSSSAT00000000682	23.08	21.39	17.92	16.37	27.80	17.46	14.78	25.68	21.39	27.39	24.47	23.51
ENSSSAG00000000377	ENSSSAT00000000644	1.38	0.27	1.59	0.55	0.15	6.82	0.31	0.81	0.54	2.72	0.34	2.57
ENSSSAG00000000378	ENSSSAT00000057964,ENSSSAT00000182182,ENSSSAT00000206494	53.92	49.82	33.78	3.52	93.82	25.67	1.21	3.02	7.34	7.13	63.48	7.85
ENSSSAG00000000380	ENSSSAT00000000651,ENSSSAT00000000671,ENSSSAT00000000690,ENSSSAT00000000714,ENSSSAT00000000739,ENSSSAT00000000755,ENSSSAT00000202154,ENSSSAT00000232928	1.77	1.73	1.52	1.12	2.15	1.00	1.83	0.17	0.16	0.37	2.46	0.47
ENSSSAG00000000381	ENSSSAT00000000655	5.63	4.77	6.54	3.74	3.79	6.54	2.69	6.47	5.36	6.56	3.57	4.27
ENSSSAG00000000382	ENSSSAT00000000807,ENSSSAT00000000810,ENSSSAT00000000815,ENSSSAT00000000834	13.15	9.43	16.06	14.61	9.04	17.03	8.88	29.17	25.45	22.00	9.33	18.54
ENSSSAG00000000384	ENSSSAT00000000657	47.35	43.28	41.65	41.96	52.82	42.68	2.27	35.75	33.01	37.47	53.21	32.81
ENSSSAG00000000385	ENSSSAT00000000696,ENSSSAT00000000701,ENSSSAT00000000702,ENSSSAT00000000707,ENSSSAT00000127788,ENSSSAT00000127792,ENSSSAT00000167631,ENSSSAT00000168343,ENSSSAT00000191195	26.45	34.24	19.60	23.16	31.90	15.35	44.61	16.46	14.89	32.60	18.50	27.16
ENSSSAG00000000387	ENSSSAT00000000669,ENSSSAT00000000676,ENSSSAT00000000681,ENSSSAT00000166478,ENSSSAT00000184911,ENSSSAT00000191929,ENSSSAT00000197431,ENSSSAT00000224816	19.22	13.05	22.97	8.23	11.76	29.63	4.10	11.57	9.71	25.34	11.36	25.30
ENSSSAG00000000388	ENSSSAT00000000715,ENSSSAT00000000726,ENSSSAT00000000731,ENSSSAT00000000741	0.00	0.04	0.00	0.37	0.00	0.00	0.14	0.04	0.11	0.10	0.00	0.05
ENSSSAG00000000389	ENSSSAT00000000670	9.25	3.47	8.96	3.41	8.10	5.67	2.19	7.21	7.03	6.75	5.78	4.76
ENSSSAG00000000391	ENSSSAT00000000683	7.02	6.45	5.02	7.62	3.39	5.59	24.01	2.77	2.07	2.35	6.39	3.45
ENSSSAG00000000392	ENSSSAT00000000493,ENSSSAT00000000679,ENSSSAT00000000688,ENSSSAT00000195534	2.55	2.73	2.07	2.33	2.32	4.21	2.58	1.48	2.27	2.43	2.92	3.49
ENSSSAG00000000395	ENSSSAT00000000691	0.00	0.11	0.00	0.16	0.00	0.06	0.00	0.00	0.00	0.00	0.12	0.00
ENSSSAG00000000398	ENSSSAT00000000687	1.94	10.01	0.29	0.00	7.62	0.71	0.00	0.42	0.00	0.09	0.87	0.22
ENSSSAG00000000399	ENSSSAT00000000709,ENSSSAT00000174640,ENSSSAT00000207668,ENSSSAT00000215035	6.01	10.18	5.91	16.32	9.71	5.07	26.11	0.28	1.12	0.27	9.77	1.56
ENSSSAG00000000402	ENSSSAT00000185913,ENSSSAT00000250314	9.91	15.16	7.07	38.54	14.24	4.89	40.56	8.66	9.05	7.30	12.79	9.68
ENSSSAG00000000403	ENSSSAT00000000703,ENSSSAT00000220269	14.23	13.08	14.36	16.88	13.60	13.93	45.53	5.20	8.30	6.54	11.04	11.05
ENSSSAG00000000404	ENSSSAT00000000704,ENSSSAT00000001111,ENSSSAT00000248164	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00
ENSSSAG00000000406	ENSSSAT00000000729,ENSSSAT00000000753,ENSSSAT00000000786,ENSSSAT00000000819,ENSSSAT00000157779	0.04	0.08	0.06	0.00	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000408	ENSSSAT00000000712	0.16	0.82	0.10	12.59	1.95	0.00	11.59	0.20	0.00	0.00	0.00	0.00
ENSSSAG00000000409	ENSSSAT00000161470,ENSSSAT00000178421,ENSSSAT00000213146,ENSSSAT00000228411	0.19	0.08	0.76	0.79	0.29	0.83	0.11	0.59	0.59	1.37	0.12	1.10
ENSSSAG00000000410	ENSSSAT00000000718,ENSSSAT00000170214,ENSSSAT00000172321,ENSSSAT00000179123,ENSSSAT00000243858	55.87	50.15	43.49	36.38	41.81	52.47	35.92	41.98	45.34	41.54	56.21	41.08
ENSSSAG00000000411	ENSSSAT00000000717	0.00	0.00	0.00	0.05	0.10	0.00	0.00	0.00	0.10	0.00	0.00	0.00
ENSSSAG00000000413	ENSSSAT00000000723,ENSSSAT00000210810,ENSSSAT00000244652	25.54	24.36	31.01	30.79	39.54	29.24	7.93	56.59	43.75	45.74	29.70	49.32
ENSSSAG00000000414	ENSSSAT00000000719,ENSSSAT00000183520	0.11	0.29	0.13	4.93	1.16	0.06	4.74	0.04	0.03	0.17	0.03	0.19
ENSSSAG00000000415	ENSSSAT00000000720	38.21	35.35	37.08	19.60	22.49	35.75	15.87	22.96	19.25	22.87	40.43	30.75
ENSSSAG00000000423	ENSSSAT00000000764,ENSSSAT00000000832,ENSSSAT00000000879,ENSSSAT00000001134,ENSSSAT00000001147,ENSSSAT00000001184,ENSSSAT00000001241,ENSSSAT00000001249,ENSSSAT00000001287,ENSSSAT00000248576	9.41	9.51	13.01	11.92	10.79	12.48	7.41	16.22	12.42	14.28	8.28	14.25
ENSSSAG00000000424	ENSSSAT00000000754	0.91	0.56	0.45	1.25	0.00	0.64	0.41	0.00	0.38	0.58	0.00	1.00
ENSSSAG00000000425	ENSSSAT00000000749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000426	ENSSSAT00000000748,ENSSSAT00000170021,ENSSSAT00000175205,ENSSSAT00000194924,ENSSSAT00000202359,ENSSSAT00000233745,ENSSSAT00000250822	0.68	0.86	0.25	0.15	0.74	0.12	0.04	0.13	0.52	0.93	0.18	0.23
ENSSSAG00000000429	ENSSSAT00000000762,ENSSSAT00000169652,ENSSSAT00000171564,ENSSSAT00000241094	12.56	7.53	2.61	0.57	9.73	1.90	0.42	0.10	0.24	0.33	5.13	0.85
ENSSSAG00000000430	ENSSSAT00000000756,ENSSSAT00000000765	12.23	11.67	17.14	12.64	10.99	15.31	7.50	17.68	17.17	18.77	11.92	20.68
ENSSSAG00000000431	ENSSSAT00000000772,ENSSSAT00000000791,ENSSSAT00000051783,ENSSSAT00000053212,ENSSSAT00000158478,ENSSSAT00000165517,ENSSSAT00000176939,ENSSSAT00000190290,ENSSSAT00000191999,ENSSSAT00000250705	40.67	26.12	81.61	60.91	25.79	71.88	70.38	45.50	115.98	85.92	28.57	108.11
ENSSSAG00000000432	ENSSSAT00000000757,ENSSSAT00000019532,ENSSSAT00000166697,ENSSSAT00000202657	3.57	3.33	3.95	3.82	3.56	2.97	5.09	5.13	4.51	7.02	4.21	4.76
ENSSSAG00000000434	ENSSSAT00000000860,ENSSSAT00000000878,ENSSSAT00000000881,ENSSSAT00000000889	10.19	9.52	10.09	8.10	8.30	14.14	6.64	10.47	9.74	11.26	7.36	13.18
ENSSSAG00000000436	ENSSSAT00000000763	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000437	ENSSSAT00000000771	8.08	9.10	6.34	6.31	11.23	7.33	6.58	6.37	4.87	4.49	6.15	6.03
ENSSSAG00000000439	ENSSSAT00000000887	5.07	10.99	3.95	0.50	22.74	2.73	2.04	0.00	0.06	0.12	5.99	0.46
ENSSSAG00000000442	ENSSSAT00000000785,ENSSSAT00000000800,ENSSSAT00000241990	5.87	6.30	6.74	4.10	6.97	6.16	4.18	4.76	7.62	6.73	6.53	7.30
ENSSSAG00000000446	ENSSSAT00000000789,ENSSSAT00000156591,ENSSSAT00000156910,ENSSSAT00000174859,ENSSSAT00000179202,ENSSSAT00000198394	8.18	12.39	4.97	4.36	10.68	3.38	7.73	3.76	3.87	11.54	10.51	3.71
ENSSSAG00000000450	ENSSSAT00000000802	7.48	7.18	9.04	7.05	7.53	9.36	3.80	10.00	8.16	9.06	9.26	9.36
ENSSSAG00000000454	ENSSSAT00000201044,ENSSSAT00000246797	15.21	28.91	23.56	11.86	19.94	6.26	41.06	11.87	2.58	7.64	44.49	12.63
ENSSSAG00000000456	ENSSSAT00000169600,ENSSSAT00000184601,ENSSSAT00000206441	7.48	6.77	6.06	3.40	9.92	9.24	2.73	4.54	6.97	5.89	6.00	6.78
ENSSSAG00000000459	ENSSSAT00000001222,ENSSSAT00000001313,ENSSSAT00000001372,ENSSSAT00000001396,ENSSSAT00000001416,ENSSSAT00000001440,ENSSSAT00000001449,ENSSSAT00000080929,ENSSSAT00000188101,ENSSSAT00000248010	8.47	6.40	16.66	10.74	13.50	14.14	10.15	11.64	9.06	12.87	8.07	12.86
ENSSSAG00000000460	ENSSSAT00000000822,ENSSSAT00000000837,ENSSSAT00000169115,ENSSSAT00000225892,ENSSSAT00000233027	6.41	7.48	8.30	0.65	5.92	4.33	0.08	0.36	0.46	0.81	9.74	1.45
ENSSSAG00000000467	ENSSSAT00000000950,ENSSSAT00000001014,ENSSSAT00000001064,ENSSSAT00000001080,ENSSSAT00000057387,ENSSSAT00000083457,ENSSSAT00000227011	4.24	4.52	4.15	6.31	4.33	4.19	15.98	3.50	5.83	3.27	3.34	4.66
ENSSSAG00000000468	ENSSSAT00000000846,ENSSSAT00000239055	0.57	0.05	0.06	0.00	0.73	0.08	0.05	0.18	0.00	0.00	0.32	0.00
ENSSSAG00000000470	ENSSSAT00000000839	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000472	ENSSSAT00000001057,ENSSSAT00000001063,ENSSSAT00000001070,ENSSSAT00000001076	1.34	0.76	1.53	0.24	0.47	1.52	0.21	0.19	0.35	0.49	2.23	0.36
ENSSSAG00000000473	ENSSSAT00000000842,ENSSSAT00000000854,ENSSSAT00000000866,ENSSSAT00000175687,ENSSSAT00000176885,ENSSSAT00000228916	1.46	16.91	2.92	2.67	18.43	3.77	4.82	0.50	1.91	0.82	1.66	0.57
ENSSSAG00000000474	ENSSSAT00000000898,ENSSSAT00000000915,ENSSSAT00000000926,ENSSSAT00000000943,ENSSSAT00000000947,ENSSSAT00000000963,ENSSSAT00000000972,ENSSSAT00000000995,ENSSSAT00000001016	24.59	22.37	37.26	36.55	20.01	43.62	8.31	57.27	57.58	44.10	36.14	48.21
ENSSSAG00000000475	ENSSSAT00000000841	2.32	3.01	4.02	2.72	3.63	4.04	1.77	4.79	2.40	3.93	2.63	3.62
ENSSSAG00000000481	ENSSSAT00000000895,ENSSSAT00000001061	61.22	54.85	72.31	70.68	63.76	77.46	50.57	99.54	91.83	103.96	62.74	98.83
ENSSSAG00000000483	ENSSSAT00000000870,ENSSSAT00000000880,ENSSSAT00000178122,ENSSSAT00000191142,ENSSSAT00000247165	41.24	40.21	46.72	37.44	37.56	50.98	38.30	56.50	54.84	55.99	42.05	53.79
ENSSSAG00000000484	ENSSSAT00000000861	1.06	2.06	1.83	2.40	2.91	2.87	1.11	2.14	1.77	1.98	1.84	2.45
ENSSSAG00000000485	ENSSSAT00000000873,ENSSSAT00000221062	3.03	3.59	2.87	1.80	3.38	3.13	1.60	1.67	1.66	3.12	1.85	0.35
ENSSSAG00000000486	ENSSSAT00000001527,ENSSSAT00000001626,ENSSSAT00000001628,ENSSSAT00000001662,ENSSSAT00000001752,ENSSSAT00000001756,ENSSSAT00000001759,ENSSSAT00000150935,ENSSSAT00000150964,ENSSSAT00000230667	21.24	16.57	30.85	25.82	17.10	39.91	2.15	57.12	47.82	69.66	18.98	66.33
ENSSSAG00000000487	ENSSSAT00000000874	5.33	4.31	4.69	7.46	6.02	6.05	13.06	7.61	11.26	6.97	6.03	8.36
ENSSSAG00000000489	ENSSSAT00000000875	2.66	1.68	3.89	2.15	2.36	4.31	1.23	3.01	1.55	2.37	3.07	4.15
ENSSSAG00000000491	ENSSSAT00000000897,ENSSSAT00000237951	1.63	1.92	2.10	2.99	1.48	0.69	7.13	0.26	0.28	0.41	2.11	1.59
ENSSSAG00000000493	ENSSSAT00000000886	6.43	4.92	3.75	3.20	6.28	5.29	4.59	5.38	5.03	7.83	5.57	4.78
ENSSSAG00000000495	ENSSSAT00000000885,ENSSSAT00000211075	0.70	1.29	1.14	1.17	0.86	1.37	0.81	1.96	0.66	1.05	1.08	1.08
ENSSSAG00000000496	ENSSSAT00000000917,ENSSSAT00000000919,ENSSSAT00000000933,ENSSSAT00000000938,ENSSSAT00000170103,ENSSSAT00000215786,ENSSSAT00000220644	198.52	172.50	184.93	112.14	158.75	185.54	27.07	225.62	214.03	190.16	235.78	183.39
ENSSSAG00000000497	ENSSSAT00000000892	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000498	ENSSSAT00000000891,ENSSSAT00000193247,ENSSSAT00000210034	6.58	7.02	6.11	7.37	6.49	6.53	2.93	6.48	4.56	4.92	6.54	5.33
ENSSSAG00000000499	ENSSSAT00000000899,ENSSSAT00000184402	1.87	1.82	3.04	2.48	2.15	2.36	2.24	4.42	3.55	3.34	1.93	3.92
ENSSSAG00000000501	ENSSSAT00000000905	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000506	ENSSSAT00000001223,ENSSSAT00000001238,ENSSSAT00000001268,ENSSSAT00000161538,ENSSSAT00000181023,ENSSSAT00000184254,ENSSSAT00000193157,ENSSSAT00000215808,ENSSSAT00000218236,ENSSSAT00000237408	10.47	9.71	17.09	11.12	11.58	12.84	6.05	18.11	15.69	15.55	11.51	17.04
ENSSSAG00000000508	ENSSSAT00000000944,ENSSSAT00000000961,ENSSSAT00000000973,ENSSSAT00000000979,ENSSSAT00000161826	7.21	7.29	7.84	9.26	7.34	9.24	8.61	9.67	11.05	8.85	6.65	9.95
ENSSSAG00000000509	ENSSSAT00000000940,ENSSSAT00000000951	75.67	83.11	60.98	64.61	89.91	83.72	89.43	69.65	62.41	63.48	66.52	84.55
ENSSSAG00000000510	ENSSSAT00000000913	11.58	8.84	10.83	9.16	5.70	11.56	10.39	4.93	7.65	4.05	11.80	5.58
ENSSSAG00000000511	ENSSSAT00000000922,ENSSSAT00000000928,ENSSSAT00000000945,ENSSSAT00000169613	42.93	44.23	41.84	14.05	37.06	35.53	10.28	21.63	25.61	31.44	36.71	28.53
ENSSSAG00000000513	ENSSSAT00000000918,ENSSSAT00000221183	6.78	2.46	7.28	2.01	4.52	9.97	0.05	4.48	5.32	9.08	1.23	9.05
ENSSSAG00000000514	ENSSSAT00000000932,ENSSSAT00000000942,ENSSSAT00000000952,ENSSSAT00000072915	49.79	52.95	42.27	27.19	46.28	33.03	17.01	45.00	36.89	52.94	54.73	41.14
ENSSSAG00000000515	ENSSSAT00000000927	60.08	55.90	55.38	43.56	50.22	57.03	38.18	67.60	57.25	67.65	66.40	64.71
ENSSSAG00000000516	ENSSSAT00000000924	0.70	1.26	0.43	0.35	0.55	1.64	0.67	0.69	0.56	0.19	1.84	0.00
ENSSSAG00000000518	ENSSSAT00000001056,ENSSSAT00000001132,ENSSSAT00000001163,ENSSSAT00000001175,ENSSSAT00000001179,ENSSSAT00000001199,ENSSSAT00000001207,ENSSSAT00000001212,ENSSSAT00000001218	49.09	50.36	35.11	22.41	51.72	37.08	19.84	30.24	28.23	30.02	37.78	30.66
ENSSSAG00000000519	ENSSSAT00000000946,ENSSSAT00000000955,ENSSSAT00000160468,ENSSSAT00000178340	0.74	0.50	1.00	1.94	1.21	0.78	4.95	0.67	0.88	0.81	1.01	1.77
ENSSSAG00000000522	ENSSSAT00000000971	0.28	0.14	0.16	0.00	0.03	0.10	0.04	0.00	0.00	0.00	0.12	0.00
ENSSSAG00000000524	ENSSSAT00000000959,ENSSSAT00000000985,ENSSSAT00000159915,ENSSSAT00000203980	2.26	3.43	2.17	2.06	4.92	2.16	3.51	1.64	2.12	1.75	2.38	2.15
ENSSSAG00000000525	ENSSSAT00000000984,ENSSSAT00000001004,ENSSSAT00000011125,ENSSSAT00000011180	10.11	11.85	10.84	17.71	11.46	13.66	16.41	12.03	11.72	13.64	11.63	13.84
ENSSSAG00000000526	ENSSSAT00000000954	5.72	5.88	4.19	2.78	4.10	4.92	1.55	5.70	5.05	8.68	4.73	5.87
ENSSSAG00000000527	ENSSSAT00000000962,ENSSSAT00000159736,ENSSSAT00000196168,ENSSSAT00000229976	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000529	ENSSSAT00000000964	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000530	ENSSSAT00000000530,ENSSSAT00000000977,ENSSSAT00000216428	13.26	17.98	17.81	1.85	17.18	10.78	0.09	0.69	2.69	1.88	29.32	2.88
ENSSSAG00000000532	ENSSSAT00000000968	10.31	11.17	10.92	10.06	11.71	12.24	4.73	13.83	13.30	14.59	9.03	5.92
ENSSSAG00000000533	ENSSSAT00000001707,ENSSSAT00000001739,ENSSSAT00000001769,ENSSSAT00000001828,ENSSSAT00000001845,ENSSSAT00000001874,ENSSSAT00000001878,ENSSSAT00000152224,ENSSSAT00000200864,ENSSSAT00000212033	2.26	4.71	1.02	0.64	2.49	0.47	0.83	0.60	0.36	0.26	1.87	0.46
ENSSSAG00000000534	ENSSSAT00000000975	73.02	66.46	74.69	53.83	68.73	71.57	43.12	91.12	82.12	98.43	67.64	86.34
ENSSSAG00000000536	ENSSSAT00000000986,ENSSSAT00000000990,ENSSSAT00000000998,ENSSSAT00000001002,ENSSSAT00000001022,ENSSSAT00000001051,ENSSSAT00000001060,ENSSSAT00000090947,ENSSSAT00000091015	15.68	16.75	17.77	13.85	20.39	15.79	4.48	28.03	18.78	18.31	22.42	23.90
ENSSSAG00000000541	ENSSSAT00000000993	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000543	ENSSSAT00000000997	1.40	1.25	1.78	1.44	1.15	1.82	0.26	1.11	1.62	1.92	2.18	1.19
ENSSSAG00000000544	ENSSSAT00000001034,ENSSSAT00000156978	1.80	1.79	5.25	3.18	3.73	7.30	1.38	4.61	2.66	2.89	1.98	4.56
ENSSSAG00000000545	ENSSSAT00000001005,ENSSSAT00000234492	11.87	12.87	14.28	8.87	12.56	14.54	2.60	14.77	14.05	21.61	13.84	16.72
ENSSSAG00000000550	ENSSSAT00000001015	53.69	33.66	27.55	16.12	16.06	26.18	22.95	11.45	11.01	6.38	56.33	9.19
ENSSSAG00000000551	ENSSSAT00000001011,ENSSSAT00000187485	0.00	0.04	0.15	0.09	0.14	0.00	0.03	0.31	0.30	0.09	0.09	0.23
ENSSSAG00000000553	ENSSSAT00000001017,ENSSSAT00000001028,ENSSSAT00000182043,ENSSSAT00000186937,ENSSSAT00000189607,ENSSSAT00000193313,ENSSSAT00000229036	15.57	16.93	16.50	15.11	18.34	21.37	9.94	26.23	22.10	24.56	14.51	25.24
ENSSSAG00000000555	ENSSSAT00000001021	43.74	46.38	44.19	15.96	33.10	39.01	9.72	44.97	32.83	32.19	45.89	35.26
ENSSSAG00000000556	ENSSSAT00000001024,ENSSSAT00000001046,ENSSSAT00000195689,ENSSSAT00000241679	440.78	393.29	361.60	321.02	408.29	436.60	296.30	542.59	505.85	544.10	352.11	496.55
ENSSSAG00000000557	ENSSSAT00000001019,ENSSSAT00000001031,ENSSSAT00000147710	6.19	5.73	6.93	2.55	6.07	5.64	1.08	2.94	2.04	6.40	6.61	4.73
ENSSSAG00000000558	ENSSSAT00000001027,ENSSSAT00000001037,ENSSSAT00000001047,ENSSSAT00000219965	4.55	4.86	7.77	5.99	3.08	8.02	3.71	8.10	7.54	6.23	5.37	7.42
ENSSSAG00000000562	ENSSSAT00000001035	0.00	1.19	0.00	10.44	2.13	0.00	3.16	0.10	0.00	0.00	0.13	0.00
ENSSSAG00000000564	ENSSSAT00000001074,ENSSSAT00000001079,ENSSSAT00000001084,ENSSSAT00000173237,ENSSSAT00000206268	117.63	102.91	112.12	75.91	89.13	102.96	62.19	106.89	108.50	90.80	112.75	102.55
ENSSSAG00000000566	ENSSSAT00000001041	1.93	3.61	2.29	1.66	3.15	1.28	0.97	2.17	2.18	2.26	1.19	2.68
ENSSSAG00000000569	ENSSSAT00000001058,ENSSSAT00000001071	16.02	11.18	7.76	8.47	18.85	3.09	8.27	2.39	1.57	3.32	19.73	3.41
ENSSSAG00000000570	ENSSSAT00000001048,ENSSSAT00000230336	11.72	13.33	13.29	9.80	16.48	12.07	5.01	15.70	14.23	14.81	10.61	15.73
ENSSSAG00000000571	ENSSSAT00000001059,ENSSSAT00000001069	52.66	38.41	62.60	31.45	30.48	54.53	19.43	48.72	43.56	50.24	47.02	60.64
ENSSSAG00000000576	ENSSSAT00000001055,ENSSSAT00000222025	0.49	0.27	0.51	0.81	0.49	0.50	0.57	0.82	0.37	0.80	0.36	0.44
ENSSSAG00000000580	ENSSSAT00000001075,ENSSSAT00000166964	0.20	0.00	0.25	4.47	0.84	0.00	0.46	3.46	0.34	0.22	0.00	1.12
ENSSSAG00000000581	ENSSSAT00000001072,ENSSSAT00000239756	17.90	15.71	28.58	28.51	19.16	32.11	6.06	61.27	47.57	64.15	16.94	75.15
ENSSSAG00000000582	ENSSSAT00000001220,ENSSSAT00000001242,ENSSSAT00000001279,ENSSSAT00000001325,ENSSSAT00000001344,ENSSSAT00000001361,ENSSSAT00000001394	10.60	6.35	12.17	6.63	7.03	11.01	4.29	12.25	12.48	11.01	8.52	12.92
ENSSSAG00000000589	ENSSSAT00000001087,ENSSSAT00000219492	0.36	0.51	0.43	0.23	0.16	0.15	0.17	0.00	0.14	0.03	0.41	0.16
ENSSSAG00000000590	ENSSSAT00000001091,ENSSSAT00000173036,ENSSSAT00000235451,ENSSSAT00000250834	2.91	4.97	2.77	1.75	4.23	3.01	4.43	1.37	2.00	2.36	5.19	2.49
ENSSSAG00000000591	ENSSSAT00000001119,ENSSSAT00000001130,ENSSSAT00000001136,ENSSSAT00000212491	1.36	2.87	6.09	1.53	2.44	2.18	1.86	1.52	2.95	2.01	2.86	1.30
ENSSSAG00000000593	ENSSSAT00000001092,ENSSSAT00000166866,ENSSSAT00000249089	3.08	4.22	0.49	0.45	5.53	0.50	0.27	0.09	0.10	0.51	1.72	0.26
ENSSSAG00000000594	ENSSSAT00000001093	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00
ENSSSAG00000000595	ENSSSAT00000001095	8.22	8.87	10.74	17.83	10.94	8.64	26.40	5.11	12.48	4.45	30.05	11.10
ENSSSAG00000000598	ENSSSAT00000001105,ENSSSAT00000001108,ENSSSAT00000001118,ENSSSAT00000011091,ENSSSAT00000212393	0.45	0.62	1.35	0.00	0.00	0.00	0.15	0.14	0.35	0.47	0.00	0.00
ENSSSAG00000000600	ENSSSAT00000001109,ENSSSAT00000001117,ENSSSAT00000087596,ENSSSAT00000150980,ENSSSAT00000151179,ENSSSAT00000167183,ENSSSAT00000196651,ENSSSAT00000228035,ENSSSAT00000251333,ENSSSAT00000252814	37.30	21.98	31.37	6.80	22.57	49.66	0.55	11.04	3.38	22.47	32.79	32.60
ENSSSAG00000000602	ENSSSAT00000001271,ENSSSAT00000001289,ENSSSAT00000001322,ENSSSAT00000001326,ENSSSAT00000001334,ENSSSAT00000001346,ENSSSAT00000001354,ENSSSAT00000064154	0.80	1.08	0.56	1.17	0.71	0.77	2.72	0.77	0.68	0.78	0.58	0.84
