gene_id	transcript_id(s)	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R1	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R2	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R3	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R1	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R2	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R3	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R1	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R2	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R3	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R1	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R2	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R3
ENSSSAG00000002725	ENSSSAT00000007409,ENSSSAT00000007425,ENSSSAT00000007456,ENSSSAT00000007530,ENSSSAT00000007535,ENSSSAT00000188321	5.13	3.93	1.64	2.45	4.08	2.42	2.13	1.54	3.00	2.35	0.78	1.20
ENSSSAG00000002726	ENSSSAT00000005783	1.63	0.94	2.38	2.15	2.44	3.02	3.25	2.57	2.28	2.52	1.13	2.09
ENSSSAG00000002727	ENSSSAT00000005786,ENSSSAT00000005807,ENSSSAT00000215364,ENSSSAT00000230295	9.78	13.29	3.77	4.33	11.20	7.78	8.69	9.00	15.41	11.25	3.51	9.70
ENSSSAG00000002728	ENSSSAT00000005791	141.86	131.57	110.49	121.19	118.77	103.83	108.00	99.27	118.33	127.07	75.47	147.81
ENSSSAG00000002730	ENSSSAT00000005796	45.33	40.38	39.00	36.02	50.46	39.35	38.55	39.49	56.66	60.40	28.43	62.21
ENSSSAG00000002733	ENSSSAT00000166463	0.90	1.76	1.76	0.94	1.86	1.66	1.60	1.16	1.94	2.58	1.41	3.19
ENSSSAG00000002734	ENSSSAT00000131404,ENSSSAT00000131410,ENSSSAT00000131413	26.61	28.22	25.54	32.45	33.88	36.37	44.68	43.59	46.92	44.34	26.26	38.83
ENSSSAG00000002735	ENSSSAT00000005809,ENSSSAT00000178480	16.67	15.52	8.05	5.77	9.77	6.86	7.45	6.67	8.43	7.61	6.15	7.17
ENSSSAG00000002736	ENSSSAT00000005911,ENSSSAT00000005925,ENSSSAT00000005937,ENSSSAT00000020454	1.37	0.33	0.63	0.48	0.85	0.61	1.65	1.15	0.32	1.37	0.58	1.63
ENSSSAG00000002737	ENSSSAT00000091279,ENSSSAT00000107291,ENSSSAT00000107536,ENSSSAT00000142438,ENSSSAT00000143762,ENSSSAT00000143819,ENSSSAT00000143838,ENSSSAT00000143949,ENSSSAT00000206666,ENSSSAT00000225564	16.28	16.45	9.30	6.33	17.77	11.99	10.63	13.01	19.77	16.40	7.70	18.31
ENSSSAG00000002738	ENSSSAT00000005816	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002739	ENSSSAT00000005819	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002740	ENSSSAT00000063410,ENSSSAT00000064267,ENSSSAT00000064792,ENSSSAT00000064938,ENSSSAT00000065505,ENSSSAT00000065981,ENSSSAT00000165069,ENSSSAT00000199497,ENSSSAT00000226636	83.96	77.30	42.23	41.77	88.54	56.11	57.15	59.67	91.88	83.95	34.03	84.64
ENSSSAG00000002744	ENSSSAT00000005832,ENSSSAT00000005838	52.11	57.94	45.86	32.01	64.83	36.34	42.91	39.32	77.24	73.10	45.09	64.18
ENSSSAG00000002746	ENSSSAT00000005847	0.00	0.00	0.00	0.05	0.19	0.00	0.00	0.06	0.13	0.00	0.00	0.00
ENSSSAG00000002749	ENSSSAT00000005905,ENSSSAT00000005917,ENSSSAT00000005933,ENSSSAT00000005957,ENSSSAT00000005970,ENSSSAT00000152542,ENSSSAT00000241673	56.49	53.60	25.31	25.69	59.80	38.66	46.49	46.84	59.02	63.05	23.53	53.69
ENSSSAG00000002750	ENSSSAT00000005848	0.16	0.06	0.00	0.00	0.04	0.00	0.03	0.00	0.00	0.13	0.00	0.00
ENSSSAG00000002751	ENSSSAT00000005924,ENSSSAT00000005950,ENSSSAT00000005965,ENSSSAT00000005989,ENSSSAT00000194405,ENSSSAT00000221980	0.79	0.86	0.42	0.40	0.86	0.67	1.19	0.62	1.01	0.94	0.39	0.99
ENSSSAG00000002755	ENSSSAT00000005873,ENSSSAT00000005880,ENSSSAT00000005894,ENSSSAT00000005904,ENSSSAT00000005909,ENSSSAT00000173438,ENSSSAT00000189213,ENSSSAT00000191787,ENSSSAT00000212411	6.51	6.84	4.99	4.64	7.26	5.05	6.50	6.28	6.29	6.40	3.99	4.47
ENSSSAG00000002756	ENSSSAT00000005929,ENSSSAT00000006189,ENSSSAT00000006344,ENSSSAT00000006356,ENSSSAT00000006370	0.40	0.42	0.43	0.54	0.81	0.54	0.63	0.86	0.58	0.56	0.52	0.59
ENSSSAG00000002757	ENSSSAT00000007514,ENSSSAT00000007682,ENSSSAT00000008042,ENSSSAT00000008188,ENSSSAT00000008216,ENSSSAT00000008289,ENSSSAT00000084145,ENSSSAT00000156812,ENSSSAT00000174143,ENSSSAT00000226357	15.63	14.19	8.49	10.09	19.63	11.04	15.70	15.45	19.99	19.92	7.91	17.93
ENSSSAG00000002759	ENSSSAT00000005868,ENSSSAT00000005882,ENSSSAT00000005893,ENSSSAT00000005898	2.44	2.81	1.56	1.15	2.57	1.77	1.96	1.70	2.62	1.98	1.17	1.14
ENSSSAG00000002760	ENSSSAT00000016186,ENSSSAT00000016195,ENSSSAT00000016209,ENSSSAT00000016243,ENSSSAT00000016291,ENSSSAT00000016424,ENSSSAT00000016657,ENSSSAT00000016739,ENSSSAT00000016869,ENSSSAT00000017008	15.10	18.30	9.39	7.39	14.64	11.76	9.69	9.70	15.70	12.53	5.75	12.40
ENSSSAG00000002761	ENSSSAT00000246519	1.86	1.78	0.85	1.19	1.63	1.55	1.15	1.10	0.70	1.10	0.63	0.51
ENSSSAG00000002762	ENSSSAT00000005878,ENSSSAT00000005888,ENSSSAT00000005960	6.87	3.47	4.41	3.22	6.61	4.88	4.53	4.75	3.79	6.59	3.64	6.25
ENSSSAG00000002763	ENSSSAT00000005910,ENSSSAT00000005940,ENSSSAT00000005946,ENSSSAT00000005966	0.30	0.60	0.10	0.26	0.29	0.05	0.33	0.43	0.50	0.44	0.25	0.20
ENSSSAG00000002765	ENSSSAT00000006328,ENSSSAT00000006354,ENSSSAT00000006384,ENSSSAT00000221313	0.06	0.06	0.00	0.00	0.03	0.00	0.11	0.02	0.00	0.00	0.00	0.03
ENSSSAG00000002767	ENSSSAT00000006307,ENSSSAT00000006391,ENSSSAT00000163112,ENSSSAT00000175430	6.02	8.15	2.85	3.48	4.86	5.13	4.65	4.42	4.33	3.98	3.09	4.59
ENSSSAG00000002769	ENSSSAT00000008157,ENSSSAT00000008196,ENSSSAT00000008984,ENSSSAT00000009018,ENSSSAT00000009063,ENSSSAT00000009136,ENSSSAT00000009208,ENSSSAT00000009254,ENSSSAT00000009412,ENSSSAT00000214993	4.80	4.84	2.07	1.48	4.94	2.66	2.60	3.15	3.73	4.30	1.50	3.95
ENSSSAG00000002771	ENSSSAT00000005941,ENSSSAT00000005969	0.13	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002772	ENSSSAT00000005906,ENSSSAT00000243543	1.08	0.80	1.13	1.13	0.72	1.55	1.32	1.29	1.14	1.28	0.52	1.35
ENSSSAG00000002773	ENSSSAT00000005907,ENSSSAT00000246189	49.27	66.30	239.15	157.81	146.99	64.59	152.91	234.96	142.48	140.89	46.84	138.87
ENSSSAG00000002775	ENSSSAT00000005971,ENSSSAT00000005980	0.21	0.16	0.04	0.12	0.12	0.14	0.20	0.11	0.00	0.31	0.19	0.44
ENSSSAG00000002776	ENSSSAT00000005919	5.74	4.51	2.56	3.06	5.12	3.63	4.61	4.27	6.17	5.82	2.81	4.18
ENSSSAG00000002777	ENSSSAT00000005920,ENSSSAT00000005923,ENSSSAT00000005930	0.00	0.00	0.00	0.05	0.02	0.00	0.00	0.00	0.00	0.05	0.00	0.00
ENSSSAG00000002780	ENSSSAT00000005949,ENSSSAT00000170598,ENSSSAT00000180711,ENSSSAT00000189485,ENSSSAT00000215769,ENSSSAT00000228879	1.65	2.06	0.95	0.70	1.35	1.57	0.53	0.40	1.19	1.20	1.50	0.54
ENSSSAG00000002781	ENSSSAT00000005992,ENSSSAT00000006027,ENSSSAT00000006032,ENSSSAT00000006057,ENSSSAT00000006088	126.24	149.78	89.38	81.13	126.18	77.00	96.82	94.57	111.70	122.15	89.84	90.26
ENSSSAG00000002786	ENSSSAT00000006295,ENSSSAT00000015568,ENSSSAT00000159562	6.05	2.32	3.23	3.58	3.53	7.05	1.79	1.45	1.79	2.64	5.60	2.79
ENSSSAG00000002787	ENSSSAT00000164968,ENSSSAT00000169198,ENSSSAT00000241671	8.73	4.38	5.27	4.61	7.26	5.56	5.62	5.70	5.35	8.29	3.97	7.62
ENSSSAG00000002789	ENSSSAT00000005972,ENSSSAT00000005983,ENSSSAT00000200683,ENSSSAT00000249478	0.48	0.05	0.09	0.10	0.39	0.24	0.22	0.09	0.11	0.12	0.08	0.12
ENSSSAG00000002790	ENSSSAT00000006184,ENSSSAT00000006413,ENSSSAT00000006933,ENSSSAT00000006996,ENSSSAT00000007143,ENSSSAT00000007193,ENSSSAT00000007199,ENSSSAT00000007206,ENSSSAT00000007244,ENSSSAT00000137152	2.24	2.79	2.69	2.28	4.04	3.30	3.98	4.02	6.05	4.25	1.86	3.67
ENSSSAG00000002791	ENSSSAT00000005974,ENSSSAT00000175674,ENSSSAT00000178049,ENSSSAT00000181496,ENSSSAT00000204893,ENSSSAT00000213861,ENSSSAT00000218176,ENSSSAT00000225091,ENSSSAT00000229266,ENSSSAT00000231127	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002795	ENSSSAT00000013765,ENSSSAT00000014642,ENSSSAT00000015244,ENSSSAT00000015558,ENSSSAT00000015757,ENSSSAT00000250374	37.13	50.82	18.20	19.84	49.38	31.65	33.12	38.71	54.39	38.92	15.14	44.68
ENSSSAG00000002797	ENSSSAT00000006007,ENSSSAT00000063186	5.85	6.11	5.65	5.32	6.86	5.71	6.08	6.42	6.56	7.09	4.44	6.69
ENSSSAG00000002801	ENSSSAT00000020083,ENSSSAT00000020143	46.93	31.29	27.47	23.09	49.57	53.04	130.39	69.88	72.76	80.68	42.16	83.57
ENSSSAG00000002802	ENSSSAT00000006131,ENSSSAT00000218348	0.00	0.00	7.83	1.04	0.00	0.00	3.00	0.00	0.00	0.00	8.48	0.00
ENSSSAG00000002803	ENSSSAT00000006009	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002804	ENSSSAT00000006008,ENSSSAT00000006016,ENSSSAT00000176542,ENSSSAT00000211865,ENSSSAT00000253310	3.08	4.16	2.30	2.05	3.88	3.59	4.91	5.81	3.38	2.93	1.65	6.97
ENSSSAG00000002806	ENSSSAT00000006067,ENSSSAT00000012057,ENSSSAT00000249781	0.02	0.25	0.06	0.03	0.08	0.09	0.15	0.00	0.08	0.10	0.16	0.04
ENSSSAG00000002807	ENSSSAT00000006012	11.02	12.81	12.32	15.09	16.27	14.52	18.00	15.13	17.23	13.87	8.46	16.78
ENSSSAG00000002809	ENSSSAT00000008133,ENSSSAT00000008193,ENSSSAT00000008272,ENSSSAT00000008329	11.53	12.05	4.50	4.42	13.73	7.97	8.89	8.81	14.12	12.78	4.26	12.51
ENSSSAG00000002810	ENSSSAT00000006197,ENSSSAT00000006214	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002811	ENSSSAT00000007779,ENSSSAT00000007891,ENSSSAT00000007975,ENSSSAT00000007994,ENSSSAT00000008033,ENSSSAT00000008055,ENSSSAT00000073756,ENSSSAT00000073768,ENSSSAT00000185627	22.89	26.28	12.31	9.92	22.28	16.98	15.62	16.50	26.45	20.05	11.21	18.10
ENSSSAG00000002812	ENSSSAT00000006022,ENSSSAT00000006040,ENSSSAT00000240157,ENSSSAT00000247653	9.95	12.25	7.73	10.09	13.81	9.42	13.36	12.86	13.54	13.70	6.44	11.83
ENSSSAG00000002815	ENSSSAT00000006026,ENSSSAT00000006029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002817	ENSSSAT00000006055	40.77	43.17	39.74	33.29	35.00	29.75	31.81	30.36	39.09	38.88	21.90	34.52
ENSSSAG00000002818	ENSSSAT00000006049,ENSSSAT00000189298,ENSSSAT00000201720,ENSSSAT00000241640	0.51	0.30	0.63	0.28	0.39	0.76	0.90	0.75	0.71	0.48	0.27	0.32
ENSSSAG00000002819	ENSSSAT00000002982,ENSSSAT00000006060,ENSSSAT00000006069,ENSSSAT00000006074,ENSSSAT00000191592,ENSSSAT00000232511	60.49	73.81	61.15	52.58	92.78	57.24	43.31	60.30	87.89	88.93	45.21	99.47
ENSSSAG00000002820	ENSSSAT00000006037,ENSSSAT00000185825	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002825	ENSSSAT00000006047	1.58	3.34	1.49	2.92	3.92	3.39	4.35	4.77	7.45	4.33	1.19	5.88
ENSSSAG00000002826	ENSSSAT00000006051,ENSSSAT00000196174	0.04	0.20	0.07	0.00	0.09	0.00	0.06	0.08	0.06	0.00	0.14	0.00
ENSSSAG00000002828	ENSSSAT00000006086	0.55	0.47	0.30	0.28	0.00	0.33	0.38	0.22	0.43	0.17	0.27	0.34
ENSSSAG00000002830	ENSSSAT00000006794,ENSSSAT00000006828,ENSSSAT00000006916,ENSSSAT00000006947,ENSSSAT00000006950,ENSSSAT00000006975	0.54	0.31	0.34	0.43	0.51	0.28	0.02	0.06	0.22	0.11	0.59	0.29
ENSSSAG00000002831	ENSSSAT00000006061,ENSSSAT00000200830,ENSSSAT00000206622,ENSSSAT00000241245	8.18	10.00	5.13	5.83	9.73	7.60	8.59	7.06	12.54	10.09	5.60	8.35
ENSSSAG00000002832	ENSSSAT00000006084,ENSSSAT00000006090,ENSSSAT00000216127	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.63	0.48	0.00	0.00
ENSSSAG00000002833	ENSSSAT00000006064	1.85	1.94	1.63	1.41	2.30	2.03	1.97	1.60	1.96	2.54	1.71	2.14
ENSSSAG00000002836	ENSSSAT00000006075,ENSSSAT00000175962,ENSSSAT00000218217,ENSSSAT00000226091,ENSSSAT00000253900	0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002837	ENSSSAT00000197105	10.68	11.20	8.55	9.19	12.72	6.69	11.60	14.23	14.98	14.61	3.55	13.13
ENSSSAG00000002838	ENSSSAT00000021739,ENSSSAT00000021757,ENSSSAT00000021826,ENSSSAT00000021910,ENSSSAT00000021992,ENSSSAT00000022279,ENSSSAT00000022996,ENSSSAT00000023451,ENSSSAT00000023518	19.36	21.48	10.44	12.92	18.67	16.38	17.27	15.98	21.38	16.77	12.99	16.41
ENSSSAG00000002843	ENSSSAT00000006105	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002844	ENSSSAT00000003417	15.66	17.41	11.50	14.95	17.48	13.83	14.55	12.69	18.51	16.30	11.31	14.64
ENSSSAG00000002845	ENSSSAT00000006110,ENSSSAT00000006126	42.30	36.70	47.00	36.90	39.60	23.03	36.09	34.01	32.28	42.63	29.21	40.94
ENSSSAG00000002846	ENSSSAT00000006181,ENSSSAT00000006191,ENSSSAT00000179874,ENSSSAT00000229616	1.27	0.29	2.30	0.00	0.43	0.00	0.11	18.48	0.50	0.33	0.21	0.46
ENSSSAG00000002847	ENSSSAT00000006103	2.90	1.29	0.58	0.20	3.05	0.59	1.65	1.67	0.83	2.04	0.71	3.83
ENSSSAG00000002848	ENSSSAT00000006900,ENSSSAT00000006963,ENSSSAT00000007021	0.52	0.28	0.15	0.11	0.36	0.18	0.28	0.22	0.23	0.57	0.07	0.31
ENSSSAG00000002849	ENSSSAT00000006339,ENSSSAT00000006450,ENSSSAT00000006475,ENSSSAT00000006508,ENSSSAT00000006520,ENSSSAT00000006530,ENSSSAT00000006556,ENSSSAT00000006568,ENSSSAT00000006588,ENSSSAT00000122276	30.11	31.38	33.76	28.79	27.20	30.54	25.65	24.97	29.63	27.62	27.09	29.94
ENSSSAG00000002850	ENSSSAT00000006113,ENSSSAT00000006115,ENSSSAT00000177868	12.79	14.46	12.55	14.45	10.85	11.81	9.80	10.64	13.07	15.05	10.46	11.64
ENSSSAG00000002853	ENSSSAT00000007568,ENSSSAT00000007592,ENSSSAT00000007685,ENSSSAT00000007691,ENSSSAT00000007704,ENSSSAT00000007716,ENSSSAT00000007780,ENSSSAT00000007801,ENSSSAT00000166412	36.76	34.41	21.89	23.62	31.89	24.12	30.45	36.74	44.24	40.19	18.45	35.23
ENSSSAG00000002854	ENSSSAT00000006106,ENSSSAT00000006119,ENSSSAT00000209214,ENSSSAT00000234309	40.00	56.58	23.02	26.00	59.87	40.95	39.56	44.12	74.12	59.03	23.32	56.15
ENSSSAG00000002855	ENSSSAT00000006102,ENSSSAT00000006108,ENSSSAT00000006111,ENSSSAT00000167158,ENSSSAT00000231627	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002856	ENSSSAT00000205555,ENSSSAT00000209133,ENSSSAT00000215888,ENSSSAT00000223334	49.38	49.44	54.71	29.47	53.42	38.46	32.53	51.48	94.14	41.67	33.67	142.82
ENSSSAG00000002857	ENSSSAT00000006112	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002859	ENSSSAT00000006137	0.00	0.00	0.02	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.05	0.08
ENSSSAG00000002860	ENSSSAT00000228248	8.52	3.54	6.65	4.30	7.09	4.30	4.61	6.14	3.47	8.29	4.69	7.39
ENSSSAG00000002863	ENSSSAT00000006133	0.00	0.00	0.00	0.03	0.04	0.06	0.05	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002870	ENSSSAT00000006773,ENSSSAT00000006781,ENSSSAT00000006816,ENSSSAT00000006897,ENSSSAT00000216917	0.02	0.12	0.03	0.08	0.04	0.07	0.10	0.12	0.25	0.05	0.05	0.05
ENSSSAG00000002874	ENSSSAT00000006142	0.14	0.38	0.22	0.07	1.23	0.45	1.19	0.55	0.80	0.25	0.54	0.00
ENSSSAG00000002877	ENSSSAT00000006151,ENSSSAT00000058097,ENSSSAT00000247396	0.03	0.00	0.02	0.01	0.07	0.03	0.00	0.06	0.00	0.10	0.04	0.03
ENSSSAG00000002881	ENSSSAT00000006228,ENSSSAT00000006234,ENSSSAT00000006251	6.57	8.36	4.94	5.10	9.08	6.51	6.83	11.15	10.96	10.92	7.20	10.99
ENSSSAG00000002882	ENSSSAT00000006609,ENSSSAT00000006622,ENSSSAT00000006658,ENSSSAT00000006666,ENSSSAT00000006708,ENSSSAT00000006712,ENSSSAT00000006743,ENSSSAT00000006748,ENSSSAT00000006756,ENSSSAT00000190355	8.87	8.89	5.86	7.21	11.50	9.25	7.85	8.79	12.58	11.53	6.75	12.49
ENSSSAG00000002883	ENSSSAT00000006160,ENSSSAT00000200202	0.85	0.18	0.53	0.49	0.53	0.34	0.30	0.41	0.23	0.83	0.46	0.92
ENSSSAG00000002884	ENSSSAT00000006167	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002887	ENSSSAT00000006168	239.24	198.03	278.69	200.91	232.91	188.93	193.06	204.09	196.74	228.86	199.88	206.32
ENSSSAG00000002888	ENSSSAT00000006198,ENSSSAT00000006207,ENSSSAT00000171048,ENSSSAT00000217018,ENSSSAT00000229469	51.03	47.37	32.43	31.40	22.16	53.50	40.52	37.69	45.32	52.02	39.99	32.18
ENSSSAG00000002890	ENSSSAT00000006176	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002891	ENSSSAT00000006180	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002892	ENSSSAT00000006177,ENSSSAT00000168217	30.78	30.41	20.76	17.87	28.93	17.74	19.96	21.69	23.54	33.94	13.28	23.31
ENSSSAG00000002893	ENSSSAT00000006186	0.61	0.67	0.21	0.50	0.83	0.29	0.32	0.30	1.30	0.47	0.44	0.47
ENSSSAG00000002894	ENSSSAT00000006202	0.00	0.19	0.08	0.16	0.10	0.00	0.15	0.00	0.00	0.11	0.00	0.21
ENSSSAG00000002898	ENSSSAT00000006196,ENSSSAT00000006206,ENSSSAT00000006219,ENSSSAT00000006225	48.41	45.35	35.39	30.45	34.67	23.85	40.36	31.25	36.39	42.23	32.13	35.41
ENSSSAG00000002899	ENSSSAT00000006190	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002900	ENSSSAT00000006200,ENSSSAT00000006211,ENSSSAT00000006216	2.48	3.79	1.69	1.38	2.30	1.47	2.84	2.11	3.61	2.13	1.30	3.33
ENSSSAG00000002901	ENSSSAT00000006210	3.84	5.33	5.61	5.90	5.86	5.23	5.68	4.75	5.20	4.00	6.69	5.18
ENSSSAG00000002903	ENSSSAT00000006208,ENSSSAT00000183312,ENSSSAT00000194020,ENSSSAT00000202827,ENSSSAT00000207033,ENSSSAT00000222419,ENSSSAT00000229185	14.59	21.82	7.30	8.53	18.48	13.84	17.13	24.76	22.59	21.46	7.18	19.71
ENSSSAG00000002904	ENSSSAT00000006250,ENSSSAT00000006258,ENSSSAT00000006267,ENSSSAT00000006275,ENSSSAT00000102508,ENSSSAT00000177113	91.20	92.52	76.07	65.61	77.79	58.05	74.97	69.90	84.14	96.80	62.96	80.82
ENSSSAG00000002905	ENSSSAT00000006205,ENSSSAT00000222924	10.80	7.84	9.60	8.48	9.57	8.24	7.53	7.90	7.68	10.79	6.59	11.55
ENSSSAG00000002906	ENSSSAT00000006212	1.46	1.46	1.11	1.38	1.85	1.54	1.43	1.65	2.04	1.58	1.17	1.61
ENSSSAG00000002907	ENSSSAT00000006223	4.20	3.74	3.29	3.50	0.06	4.76	8.29	7.46	5.71	7.71	5.58	6.95
ENSSSAG00000002911	ENSSSAT00000067795,ENSSSAT00000184195	1.14	1.61	0.56	1.06	0.91	1.01	1.44	0.76	1.46	1.39	0.44	1.29
ENSSSAG00000002913	ENSSSAT00000006288,ENSSSAT00000006294,ENSSSAT00000006299,ENSSSAT00000006306,ENSSSAT00000231753	9.10	10.01	11.08	11.83	12.73	8.66	13.77	10.99	9.40	13.75	7.85	11.82
ENSSSAG00000002914	ENSSSAT00000006227,ENSSSAT00000006232,ENSSSAT00000006238,ENSSSAT00000247244	2.83	2.39	1.96	1.68	3.17	2.35	3.05	2.49	3.13	3.16	1.65	2.74
ENSSSAG00000002915	ENSSSAT00000006226,ENSSSAT00000192101,ENSSSAT00000217129,ENSSSAT00000239572	9.55	10.03	8.09	7.83	9.95	8.13	9.22	9.63	9.69	11.24	5.98	8.82
ENSSSAG00000002917	ENSSSAT00000006233,ENSSSAT00000235668,ENSSSAT00000248154	21.40	11.06	12.27	2.50	5.61	7.55	19.08	8.72	0.61	6.41	7.24	6.55
ENSSSAG00000002918	ENSSSAT00000006782,ENSSSAT00000170140,ENSSSAT00000175724,ENSSSAT00000194288	0.10	0.05	0.04	0.07	0.11	0.18	0.20	0.06	0.05	0.15	0.00	0.09
ENSSSAG00000002920	ENSSSAT00000006277	31.52	33.64	25.06	23.50	26.70	24.29	29.75	27.79	28.44	30.97	22.71	26.25
ENSSSAG00000002922	ENSSSAT00000006241,ENSSSAT00000228385	2.26	0.75	0.14	0.43	0.33	0.17	0.22	0.17	0.30	0.61	0.16	0.56
ENSSSAG00000002923	ENSSSAT00000006239,ENSSSAT00000006242,ENSSSAT00000006247	59.11	57.12	39.59	59.87	61.04	40.88	43.25	33.86	44.37	48.14	44.93	37.77
ENSSSAG00000002924	ENSSSAT00000006253,ENSSSAT00000006264,ENSSSAT00000227371	0.00	0.23	0.00	0.05	0.04	0.03	0.05	0.06	0.00	0.00	0.04	0.04
ENSSSAG00000002926	ENSSSAT00000006254,ENSSSAT00000006268	229.26	233.83	224.41	205.72	181.52	149.00	199.33	211.79	182.44	228.09	161.80	201.29
ENSSSAG00000002929	ENSSSAT00000006248,ENSSSAT00000006261,ENSSSAT00000006276,ENSSSAT00000006279,ENSSSAT00000178463,ENSSSAT00000213744	28.46	22.30	17.16	16.11	33.25	21.44	19.67	22.71	32.57	32.05	17.70	36.15
ENSSSAG00000002930	ENSSSAT00000002937,ENSSSAT00000002948,ENSSSAT00000003117,ENSSSAT00000003142,ENSSSAT00000007523,ENSSSAT00000007559,ENSSSAT00000173489	5.43	5.71	3.41	3.82	6.54	5.33	5.86	6.86	6.23	6.27	3.67	6.21
ENSSSAG00000002931	ENSSSAT00000006252,ENSSSAT00000026909	65.00	57.22	56.88	54.68	47.31	33.70	39.59	34.09	35.74	51.29	55.17	39.11
ENSSSAG00000002932	ENSSSAT00000006257	0.02	0.00	0.00	0.10	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002934	ENSSSAT00000006262,ENSSSAT00000006271	45.39	51.87	29.79	30.81	46.91	41.78	34.65	31.43	49.09	39.19	25.22	32.48
ENSSSAG00000002935	ENSSSAT00000006260	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002938	ENSSSAT00000006278	8.73	7.43	8.57	8.23	7.96	6.60	7.73	5.91	7.32	8.31	8.67	6.12
ENSSSAG00000002942	ENSSSAT00000006284,ENSSSAT00000178221,ENSSSAT00000189833	2.70	3.25	1.49	1.11	3.15	2.08	2.92	2.50	4.05	3.09	1.49	2.01
ENSSSAG00000002943	ENSSSAT00000006287	0.00	0.01	0.00	0.00	0.08	0.04	0.00	0.01	0.01	0.00	0.00	0.01
ENSSSAG00000002944	ENSSSAT00000006285	0.26	0.26	0.11	0.09	0.16	0.05	0.35	0.15	0.85	0.22	0.55	0.34
ENSSSAG00000002945	ENSSSAT00000006292	0.96	0.43	0.00	0.00	0.23	0.00	0.00	0.10	0.00	0.83	0.00	0.59
ENSSSAG00000002948	ENSSSAT00000006293,ENSSSAT00000006301,ENSSSAT00000006316,ENSSSAT00000242809	2.51	2.50	1.90	1.62	2.57	1.63	2.07	1.78	2.49	2.71	1.62	2.94
ENSSSAG00000002949	ENSSSAT00000006453,ENSSSAT00000006461,ENSSSAT00000006462,ENSSSAT00000006469,ENSSSAT00000006476,ENSSSAT00000006495,ENSSSAT00000183651,ENSSSAT00000193042	41.71	42.75	41.21	29.82	32.15	26.51	33.26	32.12	41.01	42.08	25.83	40.07
ENSSSAG00000002950	ENSSSAT00000038215	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000002953	ENSSSAT00000006728	0.01	0.00	0.01	0.02	0.07	0.01	0.01	0.00	0.01	0.00	0.04	0.07
ENSSSAG00000002954	ENSSSAT00000006300	0.00	0.07	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.21	0.00	0.14
