gene_id	transcript_id(s)	RainbowTrout_RNA_Gonad_Immature_Female_R1	RainbowTrout_RNA_Gonad_Immature_Female_R2	RainbowTrout_RNA_Gonad_Immature_Female_R3	RainbowTrout_RNA_Gonad_Immature_Male_R1	RainbowTrout_RNA_Gonad_Immature_Male_R2	RainbowTrout_RNA_Gonad_Immature_Male_R3	RainbowTrout_RNA_Gonad_Immature_Male_R4	RainbowTrout_RNA_Gonad_Immature_Male_R5	RainbowTrout_RNA_Gonad_Immature_Male_R6	RainbowTrout_RNA_Gonad_Mature_Female_R1	RainbowTrout_RNA_Gonad_Mature_Female_R2	RainbowTrout_RNA_Gonad_Mature_Female_R3	RainbowTrout_RNA_Gonad_Mature_Male_R1	RainbowTrout_RNA_Gonad_Mature_Male_R2	RainbowTrout_RNA_Gonad_Mature_Male_R3	RainbowTrout_RNA_Gonad_Mature_Male_R4	RainbowTrout_RNA_Gonad_Mature_Male_R5	RainbowTrout_RNA_Gonad_Mature_Male_R6
ENSOMYG00000005351	ENSOMYT00000011777,ENSOMYT00000011786	5.19	6.08	3.96	7.91	5.21	4.05	6.74	2.73	2.22	3.71	1.62	2.74	1.10	2.71	2.49	1.82	0.98	1.10
ENSOMYG00000005352	ENSOMYT00000011744,ENSOMYT00000011761	0.38	0.86	0.00	0.00	2.91	2.76	0.75	1.71	0.26	0.00	0.56	0.00	0.64	0.00	0.00	1.79	0.00	0.64
ENSOMYG00000005353	ENSOMYT00000011853,ENSOMYT00000011880,ENSOMYT00000011889,ENSOMYT00000011910,ENSOMYT00000011923,ENSOMYT00000011943,ENSOMYT00000011975,ENSOMYT00000011980	14.40	13.33	16.97	16.45	18.38	15.08	8.37	8.88	11.03	8.97	7.96	7.17	27.02	25.55	34.41	38.85	55.56	38.50
ENSOMYG00000005354	ENSOMYT00000011743	0.00	0.00	0.00	0.00	0.22	0.19	0.36	0.36	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.06
ENSOMYG00000005355	ENSOMYT00000011746,ENSOMYT00000132466	0.00	0.00	0.00	1.35	2.89	3.12	1.81	0.00	0.00	0.00	0.00	0.00	0.00	1.13	3.51	0.00	0.00	0.00
ENSOMYG00000005358	ENSOMYT00000011016,ENSOMYT00000011781,ENSOMYT00000120318,ENSOMYT00000145181	9.37	11.74	9.27	11.83	11.52	13.01	15.12	9.22	7.70	11.14	9.52	8.98	2.13	4.88	3.01	3.45	1.95	2.06
ENSOMYG00000005360	ENSOMYT00000013153,ENSOMYT00000013170,ENSOMYT00000013219,ENSOMYT00000013239,ENSOMYT00000013250,ENSOMYT00000013273,ENSOMYT00000013287,ENSOMYT00000013296,ENSOMYT00000117427	1.96	2.06	1.54	5.29	7.15	5.49	4.54	2.78	3.25	0.78	0.69	1.42	2.89	1.64	1.33	2.33	1.58	2.41
ENSOMYG00000005361	ENSOMYT00000011822,ENSOMYT00000011850,ENSOMYT00000011891	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.71	0.00	0.51	0.00	0.10	0.00	0.18	0.00
ENSOMYG00000005363	ENSOMYT00000011768	3.97	4.08	3.30	0.71	37.00	14.03	7.71	3.07	2.16	0.32	1.06	1.38	0.15	2.05	1.48	2.83	0.00	0.00
ENSOMYG00000005364	ENSOMYT00000011774,ENSOMYT00000011782	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.44	0.49	0.00	0.00	0.00	0.00	0.00	0.21
ENSOMYG00000005366	ENSOMYT00000011785	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005369	ENSOMYT00000011795,ENSOMYT00000125146,ENSOMYT00000142343	1.81	1.85	2.33	7.19	5.67	6.31	17.61	5.16	4.10	5.49	6.49	3.53	3.30	7.36	4.35	3.78	2.52	2.54
ENSOMYG00000005370	ENSOMYT00000013315,ENSOMYT00000013375,ENSOMYT00000013507,ENSOMYT00000013524,ENSOMYT00000013543,ENSOMYT00000013554	39.70	42.35	42.61	33.38	31.75	36.01	29.31	29.06	28.03	46.32	43.31	33.80	18.93	20.16	18.76	19.04	11.13	14.83
ENSOMYG00000005372	ENSOMYT00000011797	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005373	ENSOMYT00000011801	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.25	0.23	0.00	0.00
ENSOMYG00000005374	ENSOMYT00000011986	6.19	8.01	9.71	15.55	13.42	11.03	19.80	13.93	15.23	7.71	8.62	8.72	8.24	8.81	10.83	7.56	3.47	8.54
ENSOMYG00000005375	ENSOMYT00000011820	363.57	171.62	362.76	0.71	0.50	0.72	1.81	0.24	0.24	83.04	39.25	71.39	0.05	0.11	0.11	0.10	0.05	0.09
ENSOMYG00000005379	ENSOMYT00000011888,ENSOMYT00000011944,ENSOMYT00000124751,ENSOMYT00000142189,ENSOMYT00000144510,ENSOMYT00000150488	0.09	0.04	0.00	0.82	0.88	1.01	1.72	0.19	0.21	0.00	0.07	0.12	0.57	0.43	1.22	0.19	0.27	0.72
ENSOMYG00000005380	ENSOMYT00000011816,ENSOMYT00000127004,ENSOMYT00000130683	39.58	35.58	28.14	11.26	12.42	9.24	15.23	11.14	12.41	17.60	21.32	18.56	13.78	12.13	9.70	8.87	7.75	6.95
ENSOMYG00000005383	ENSOMYT00000011826	0.23	0.00	0.13	0.04	0.04	0.65	0.23	0.15	0.08	0.04	0.34	0.28	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005386	ENSOMYT00000011896,ENSOMYT00000011917,ENSOMYT00000011953,ENSOMYT00000011965	37.61	38.66	29.34	22.42	27.89	21.24	37.53	31.30	27.82	27.60	33.68	33.15	18.53	17.93	20.43	18.19	14.36	20.90
ENSOMYG00000005387	ENSOMYT00000011832	1146.91	1239.93	978.23	2659.44	2607.82	2837.03	2260.80	3258.07	3336.82	1304.08	1366.90	1634.07	2740.71	1936.99	2105.69	2473.68	1688.25	2431.71
ENSOMYG00000005388	ENSOMYT00000011827	0.00	0.00	0.00	0.11	0.11	0.10	0.23	0.25	0.10	0.19	0.03	0.58	4.87	1.06	2.78	1.20	5.94	2.45
ENSOMYG00000005389	ENSOMYT00000011829,ENSOMYT00000011839	7.97	9.66	4.99	10.08	7.92	5.93	7.38	4.45	7.71	3.88	7.10	5.05	1.95	2.16	2.62	3.63	3.84	1.86
ENSOMYG00000005390	ENSOMYT00000011877,ENSOMYT00000011899,ENSOMYT00000011909,ENSOMYT00000011928,ENSOMYT00000011948	8.86	5.18	7.91	25.95	29.00	34.20	20.57	30.41	28.25	16.41	9.81	17.37	17.20	21.12	22.28	29.60	28.38	25.98
ENSOMYG00000005391	ENSOMYT00000011915,ENSOMYT00000011949,ENSOMYT00000011962,ENSOMYT00000011977,ENSOMYT00000011985,ENSOMYT00000117280	0.09	0.28	0.49	1.52	1.63	1.35	0.22	0.03	0.03	0.03	0.02	0.12	0.29	0.03	0.32	0.18	0.00	0.15
ENSOMYG00000005392	ENSOMYT00000011840	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005395	ENSOMYT00000011841	14.40	18.64	22.34	25.24	26.46	19.15	24.42	22.75	25.47	31.54	17.46	31.05	20.86	19.62	26.27	26.49	22.01	29.06
ENSOMYG00000005396	ENSOMYT00000011874,ENSOMYT00000011900,ENSOMYT00000011906,ENSOMYT00000011939,ENSOMYT00000011967,ENSOMYT00000011981,ENSOMYT00000011989,ENSOMYT00000011998	0.03	0.02	0.05	0.27	0.19	0.17	3.33	1.62	2.35	0.20	0.13	0.18	0.07	0.00	0.96	0.73	0.10	0.20
ENSOMYG00000005397	ENSOMYT00000011847	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005398	ENSOMYT00000011887	1.01	1.53	3.37	22.92	14.83	12.56	20.01	10.94	8.80	10.23	7.06	9.68	9.36	11.17	10.03	7.11	7.57	7.32
ENSOMYG00000005400	ENSOMYT00000011855,ENSOMYT00000011859	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005402	ENSOMYT00000011846	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005403	ENSOMYT00000011863	0.07	0.00	0.16	0.00	0.06	0.03	0.13	0.05	0.03	0.23	0.35	0.82	0.03	0.10	0.00	0.06	0.00	0.00
ENSOMYG00000005404	ENSOMYT00000012752,ENSOMYT00000012811,ENSOMYT00000012834,ENSOMYT00000012842,ENSOMYT00000012922,ENSOMYT00000012939	14.83	17.22	6.78	2.67	3.20	4.21	3.64	1.43	2.03	4.38	7.49	9.15	1.25	0.90	0.88	1.37	0.37	0.23
ENSOMYG00000005406	ENSOMYT00000011873	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005408	ENSOMYT00000011911	3.37	3.28	3.57	9.61	8.96	7.78	11.18	4.04	2.65	7.43	1.72	4.98	0.89	0.96	1.01	0.73	0.61	1.43
ENSOMYG00000005411	ENSOMYT00000011894	0.00	0.21	0.41	0.43	0.00	1.75	0.00	0.38	0.00	0.22	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005412	ENSOMYT00000011952,ENSOMYT00000011966	0.62	0.50	0.70	4.25	4.51	3.55	3.49	1.80	2.06	7.75	3.16	4.07	0.24	1.45	0.92	1.82	0.78	1.94
ENSOMYG00000005413	ENSOMYT00000011919,ENSOMYT00000011945,ENSOMYT00000044757	58.61	43.26	35.98	45.10	37.72	35.99	40.32	27.38	28.03	53.51	50.34	53.44	21.73	21.00	32.23	26.47	21.55	22.80
ENSOMYG00000005416	ENSOMYT00000011920	0.75	0.99	0.58	0.10	0.00	0.00	0.00	0.17	0.00	0.61	0.31	0.72	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005417	ENSOMYT00000011918	0.89	1.67	0.71	0.72	1.64	0.46	0.66	0.61	0.37	0.43	1.24	1.27	0.93	1.74	0.84	1.21	0.84	0.79
ENSOMYG00000005418	ENSOMYT00000013523,ENSOMYT00000013642,ENSOMYT00000013652,ENSOMYT00000013703,ENSOMYT00000013719,ENSOMYT00000013761,ENSOMYT00000013787,ENSOMYT00000013809,ENSOMYT00000013857,ENSOMYT00000156078	11.69	14.97	14.62	7.21	4.78	6.39	3.08	5.96	5.67	11.26	14.46	13.42	20.15	24.54	19.05	14.03	26.39	16.08
ENSOMYG00000005419	ENSOMYT00000011922	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005420	ENSOMYT00000012729,ENSOMYT00000012871,ENSOMYT00000012972,ENSOMYT00000013044	0.00	0.01	0.05	0.77	0.59	0.71	0.47	0.41	0.41	0.00	0.00	0.00	0.12	0.15	0.23	0.21	0.05	0.16
ENSOMYG00000005421	ENSOMYT00000011929	33.42	52.59	38.19	27.10	19.68	18.90	22.91	14.99	9.02	54.83	50.53	54.69	5.98	16.57	10.28	9.54	14.94	11.33
ENSOMYG00000005422	ENSOMYT00000012007,ENSOMYT00000012069,ENSOMYT00000012105,ENSOMYT00000012309	71.58	76.94	50.48	14.78	17.16	15.20	13.93	19.59	18.16	45.21	46.85	43.89	15.71	19.12	12.96	14.67	12.21	12.65
ENSOMYG00000005425	ENSOMYT00000011931,ENSOMYT00000127159	0.33	0.08	0.22	0.60	0.38	0.35	1.68	0.07	1.62	1.71	1.01	0.91	4.13	1.99	2.31	2.63	6.64	4.91
ENSOMYG00000005426	ENSOMYT00000011930	0.03	0.51	0.15	0.10	0.03	0.02	0.30	0.02	0.05	0.13	0.10	0.23	0.00	0.03	0.00	0.07	0.05	0.00
ENSOMYG00000005427	ENSOMYT00000011991	32.62	30.41	20.54	15.90	22.22	24.08	20.65	21.07	23.22	18.61	12.55	16.05	13.71	16.78	12.21	14.04	9.38	12.51
ENSOMYG00000005428	ENSOMYT00000011935	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005432	ENSOMYT00000011955,ENSOMYT00000166902	31.70	66.04	56.90	475.45	181.41	434.16	2910.71	1568.18	1578.62	1119.42	1087.56	1399.38	714.25	1451.74	284.40	219.66	60.90	75.76
ENSOMYG00000005433	ENSOMYT00000011958,ENSOMYT00000158201	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005437	ENSOMYT00000011969	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00
ENSOMYG00000005438	ENSOMYT00000011971	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005440	ENSOMYT00000012009,ENSOMYT00000145769,ENSOMYT00000151864	1.12	0.78	0.25	3.64	1.16	1.54	5.48	1.67	1.08	2.04	0.53	1.03	0.38	0.49	0.72	0.52	0.25	0.31
ENSOMYG00000005443	ENSOMYT00000011982	0.00	0.53	0.25	0.00	0.00	0.71	0.00	0.71	0.49	0.00	0.61	0.42	0.00	0.00	0.00	0.24	0.00	0.00
ENSOMYG00000005444	ENSOMYT00000011993	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005445	ENSOMYT00000011984	0.33	0.19	0.37	7.40	4.27	3.82	9.28	6.13	2.59	0.12	0.09	0.21	0.94	2.55	1.52	1.39	1.74	0.89
ENSOMYG00000005446	ENSOMYT00000011988	1.19	0.73	0.86	0.94	0.29	0.82	1.09	0.19	0.07	0.15	1.10	0.12	0.00	0.22	0.00	0.00	0.00	0.12
ENSOMYG00000005447	ENSOMYT00000011990,ENSOMYT00000011994	21.02	28.72	21.10	2.66	3.53	2.92	7.17	2.39	2.67	9.23	5.55	6.86	1.36	3.27	0.52	2.45	1.15	0.72
ENSOMYG00000005448	ENSOMYT00000012025,ENSOMYT00000012036,ENSOMYT00000012042,ENSOMYT00000012046,ENSOMYT00000012052,ENSOMYT00000012061,ENSOMYT00000012086,ENSOMYT00000012110,ENSOMYT00000012156,ENSOMYT00000012171	60.56	65.04	55.90	50.73	48.92	51.20	29.78	28.36	24.62	16.25	11.06	10.31	49.91	57.52	45.05	33.44	62.22	42.22
ENSOMYG00000005449	ENSOMYT00000011992	151.12	178.63	187.85	140.97	83.11	104.80	19.45	77.09	62.72	108.81	120.51	96.69	39.46	93.79	90.10	102.63	26.56	57.57
ENSOMYG00000005450	ENSOMYT00000011999	5.44	7.48	3.93	1.01	0.62	0.95	3.54	1.41	0.61	11.67	2.94	5.22	0.20	0.41	0.49	0.06	0.00	0.23
ENSOMYG00000005451	ENSOMYT00000011997	0.05	0.05	0.00	0.05	0.15	0.04	0.15	0.13	0.18	0.00	0.04	0.19	0.05	0.00	0.09	0.00	0.12	0.00
ENSOMYG00000005452	ENSOMYT00000012012,ENSOMYT00000117155,ENSOMYT00000128915,ENSOMYT00000130194,ENSOMYT00000131491	0.44	0.74	0.21	0.72	0.51	1.11	0.30	0.46	0.21	0.07	0.07	0.02	0.32	0.50	0.14	0.33	0.48	0.24
ENSOMYG00000005453	ENSOMYT00000012174,ENSOMYT00000012186,ENSOMYT00000012194,ENSOMYT00000012212,ENSOMYT00000134545	12.71	13.94	10.88	5.46	6.43	4.68	5.54	6.74	7.20	4.42	9.49	5.93	6.61	16.33	2.96	7.31	5.14	6.84
ENSOMYG00000005455	ENSOMYT00000012008,ENSOMYT00000012015,ENSOMYT00000012026	111.14	99.28	95.83	66.48	52.16	56.17	62.42	55.38	56.64	128.27	99.47	102.81	165.47	123.55	148.64	136.97	201.34	145.87
ENSOMYG00000005457	ENSOMYT00000011905,ENSOMYT00000012011,ENSOMYT00000090580,ENSOMYT00000090597,ENSOMYT00000125991,ENSOMYT00000139866	0.91	1.33	0.60	1.49	0.80	0.63	3.05	0.05	0.13	0.69	0.60	0.87	0.28	0.58	0.17	0.25	0.08	0.21
ENSOMYG00000005458	ENSOMYT00000012006	129.28	151.98	208.39	131.40	104.61	123.34	153.91	160.08	196.99	165.83	184.32	163.14	173.89	127.83	93.50	183.66	78.50	144.78
ENSOMYG00000005460	ENSOMYT00000012014	3.29	11.25	15.97	4.65	2.53	2.03	6.75	3.55	1.60	19.17	18.77	13.75	0.79	0.81	0.88	1.55	0.66	0.28
ENSOMYG00000005461	ENSOMYT00000012010	30.76	29.24	23.82	6.81	7.51	6.79	11.96	5.46	7.11	25.83	32.04	24.15	14.20	16.18	11.78	9.15	18.77	17.41
ENSOMYG00000005462	ENSOMYT00000012016,ENSOMYT00000012034,ENSOMYT00000012040,ENSOMYT00000013199,ENSOMYT00000144184,ENSOMYT00000149545	74.15	73.37	66.63	20.75	15.73	16.43	6.98	16.32	13.20	108.83	13.32	62.62	16.19	10.88	13.58	19.95	9.55	14.17
ENSOMYG00000005463	ENSOMYT00000012019	0.30	0.28	0.90	4.19	4.63	3.71	6.70	2.73	3.24	0.41	0.06	0.03	1.19	0.81	0.98	1.18	0.32	0.47
ENSOMYG00000005464	ENSOMYT00000012017	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000005465	ENSOMYT00000012018,ENSOMYT00000149609	3.69	5.99	3.77	4.69	2.03	2.62	4.92	2.08	1.47	5.16	2.53	3.27	0.54	1.02	1.44	0.72	0.72	0.61
ENSOMYG00000005466	ENSOMYT00000012024,ENSOMYT00000012033,ENSOMYT00000019893,ENSOMYT00000068834,ENSOMYT00000090362,ENSOMYT00000092059,ENSOMYT00000092077	27.02	21.83	24.28	4.83	3.75	4.46	4.33	5.49	3.57	31.51	21.79	8.95	5.18	3.02	5.27	6.98	4.62	3.76
