gene_id	transcript_id(s)	RainbowTrout_RNA_Brain_Immature_Female_R1	RainbowTrout_RNA_Brain_Immature_Female_R2	RainbowTrout_RNA_Brain_Immature_Female_R3	RainbowTrout_RNA_Brain_Immature_Male_R1	RainbowTrout_RNA_Brain_Immature_Male_R2	RainbowTrout_RNA_Brain_Immature_Male_R3	RainbowTrout_RNA_Brain_Mature_Female_R1	RainbowTrout_RNA_Brain_Mature_Female_R2	RainbowTrout_RNA_Brain_Mature_Female_R3	RainbowTrout_RNA_Brain_Mature_Male_R1	RainbowTrout_RNA_Brain_Mature_Male_R2	RainbowTrout_RNA_Brain_Mature_Male_R3
ENSOMYG00000026766	ENSOMYT00000063995,ENSOMYT00000064079,ENSOMYT00000064099,ENSOMYT00000064108,ENSOMYT00000064193,ENSOMYT00000064201,ENSOMYT00000064403,ENSOMYT00000064821,ENSOMYT00000064829,ENSOMYT00000064885	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026767	ENSOMYT00000063138	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026768	ENSOMYT00000063406,ENSOMYT00000063434,ENSOMYT00000063440,ENSOMYT00000063467,ENSOMYT00000063492,ENSOMYT00000063506,ENSOMYT00000063591,ENSOMYT00000063611	9.59	10.87	8.70	7.21	8.26	6.53	4.28	6.42	6.50	3.10	4.59	6.59
ENSOMYG00000026770	ENSOMYT00000093388	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.82	0.00	0.43	0.00
ENSOMYG00000026771	ENSOMYT00000063147	2.10	0.17	0.00	0.10	0.17	0.15	0.07	0.07	0.05	0.14	0.08	0.00
ENSOMYG00000026772	ENSOMYT00000063203,ENSOMYT00000063222,ENSOMYT00000063233,ENSOMYT00000063275,ENSOMYT00000127781	10.82	9.92	9.64	10.64	10.71	11.15	10.99	12.24	12.50	9.03	10.52	9.82
ENSOMYG00000026773	ENSOMYT00000063174,ENSOMYT00000129999,ENSOMYT00000131507	3.10	2.18	1.87	1.86	1.44	2.50	1.58	2.04	1.45	1.19	1.03	1.07
ENSOMYG00000026774	ENSOMYT00000063237,ENSOMYT00000072213	0.00	0.12	0.00	0.06	0.12	0.00	0.00	0.08	0.00	0.00	0.00	0.00
ENSOMYG00000026776	ENSOMYT00000064720,ENSOMYT00000064813,ENSOMYT00000064863	2.41	2.70	1.76	1.28	2.39	3.17	1.13	2.01	1.23	0.81	1.45	1.45
ENSOMYG00000026777	ENSOMYT00000063161	0.55	0.55	0.87	0.27	0.55	0.10	0.26	0.80	0.68	0.27	0.42	0.41
ENSOMYG00000026779	ENSOMYT00000063164	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026780	ENSOMYT00000063204,ENSOMYT00000141842	23.74	20.13	21.28	14.62	15.17	16.40	17.88	16.36	19.41	16.74	19.50	16.69
ENSOMYG00000026782	ENSOMYT00000070250,ENSOMYT00000070254,ENSOMYT00000070428,ENSOMYT00000070443,ENSOMYT00000070458,ENSOMYT00000070462,ENSOMYT00000070473,ENSOMYT00000070479,ENSOMYT00000070559,ENSOMYT00000070568	97.35	86.11	85.35	72.69	76.69	92.77	73.31	73.24	70.10	103.61	89.74	72.45
ENSOMYG00000026783	ENSOMYT00000063182,ENSOMYT00000063194	1.56	3.16	0.40	1.97	1.18	1.47	1.93	1.29	1.01	0.64	0.39	0.76
ENSOMYG00000026784	ENSOMYT00000063197,ENSOMYT00000063207,ENSOMYT00000091498,ENSOMYT00000152153	570.24	592.19	586.87	642.20	537.50	561.96	540.72	607.23	483.59	619.85	643.40	843.75
ENSOMYG00000026791	ENSOMYT00000063186	0.42	0.20	0.21	0.00	0.61	0.38	0.16	0.00	0.00	0.00	0.00	0.96
ENSOMYG00000026794	ENSOMYT00000063212	24.79	27.02	30.79	27.52	29.61	23.56	17.83	21.33	26.52	32.74	26.71	23.80
ENSOMYG00000026795	ENSOMYT00000063206	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026797	ENSOMYT00000063211	0.09	0.00	0.53	0.22	0.44	1.14	1.97	1.07	0.60	2.25	2.52	2.81
ENSOMYG00000026799	ENSOMYT00000063214	91.15	98.33	96.24	150.29	142.18	140.79	138.51	152.03	131.47	115.28	145.07	115.97
ENSOMYG00000026800	ENSOMYT00000063208	5.27	5.25	3.79	4.80	4.78	4.63	1.44	3.44	1.99	3.67	2.33	3.19
ENSOMYG00000026801	ENSOMYT00000063213,ENSOMYT00000063373,ENSOMYT00000063391	38.83	47.25	39.91	44.45	44.31	49.06	33.03	41.63	40.43	37.95	36.86	39.81
ENSOMYG00000026802	ENSOMYT00000063223	39.21	40.25	37.88	34.80	39.94	36.14	32.69	38.42	33.49	35.77	42.09	30.67
ENSOMYG00000026803	ENSOMYT00000063219	0.00	0.00	3.74	0.46	0.19	0.17	5.73	0.30	13.22	2.15	0.00	3.73
ENSOMYG00000026804	ENSOMYT00000063217	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026805	ENSOMYT00000063220	2.64	2.73	3.27	2.89	3.18	3.25	4.23	3.92	3.54	3.28	5.04	2.82
ENSOMYG00000026806	ENSOMYT00000063678,ENSOMYT00000063722,ENSOMYT00000063734,ENSOMYT00000063762,ENSOMYT00000063838,ENSOMYT00000085058,ENSOMYT00000085240,ENSOMYT00000124770	13.15	12.31	9.74	9.31	9.81	10.42	2.76	8.28	6.32	1.48	2.09	7.73
ENSOMYG00000026807	ENSOMYT00000063224	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026809	ENSOMYT00000063234,ENSOMYT00000063241,ENSOMYT00000063248,ENSOMYT00000063289,ENSOMYT00000063308,ENSOMYT00000063319,ENSOMYT00000063331	12.27	10.31	15.56	7.92	6.99	7.62	7.70	7.20	6.60	4.58	7.72	7.70
ENSOMYG00000026811	ENSOMYT00000063299,ENSOMYT00000063310,ENSOMYT00000119666,ENSOMYT00000123347,ENSOMYT00000124870,ENSOMYT00000135957,ENSOMYT00000136091	17.38	37.73	21.41	29.01	36.29	33.57	20.24	21.05	20.89	17.80	17.63	22.53
ENSOMYG00000026813	ENSOMYT00000063231	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026814	ENSOMYT00000063555,ENSOMYT00000063572,ENSOMYT00000063579	6.86	8.00	6.54	7.78	7.04	7.41	6.71	7.90	8.20	7.05	7.62	6.46
ENSOMYG00000026815	ENSOMYT00000063347,ENSOMYT00000063378	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.06	0.00	0.00
ENSOMYG00000026817	ENSOMYT00000063250,ENSOMYT00000063274,ENSOMYT00000063281	7.23	2.04	11.66	3.33	4.04	3.97	0.00	4.39	7.38	0.00	0.00	7.26
ENSOMYG00000026819	ENSOMYT00000063254	8.02	7.15	8.16	12.64	10.95	8.84	8.99	4.59	7.63	9.70	14.07	6.48
ENSOMYG00000026821	ENSOMYT00000063257,ENSOMYT00000063264	3.57	4.06	1.66	3.18	3.40	3.15	2.32	2.32	1.75	4.86	2.38	2.25
ENSOMYG00000026822	ENSOMYT00000063271	23.77	23.60	17.83	18.95	20.15	16.12	11.80	15.18	11.38	11.69	16.82	12.39
ENSOMYG00000026823	ENSOMYT00000063252	0.29	0.00	0.14	0.00	0.24	0.00	0.18	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026824	ENSOMYT00000135087,ENSOMYT00000163607,ENSOMYT00000165854	0.00	0.00	0.14	0.09	0.00	0.00	0.52	0.18	0.14	0.18	0.00	0.27
ENSOMYG00000026825	ENSOMYT00000063265	0.18	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026829	ENSOMYT00000063282	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026830	ENSOMYT00000063430,ENSOMYT00000063478,ENSOMYT00000063497,ENSOMYT00000063517	153.32	160.73	234.12	139.77	104.84	83.86	108.63	104.04	159.75	174.67	167.59	111.50
ENSOMYG00000026831	ENSOMYT00000063588,ENSOMYT00000063592,ENSOMYT00000063753,ENSOMYT00000063763	264.17	287.00	265.97	274.13	269.49	282.06	190.71	165.00	175.55	214.31	205.05	161.29
ENSOMYG00000026834	ENSOMYT00000063286	34.52	28.49	23.91	22.28	20.25	23.93	26.16	23.91	23.53	29.05	22.05	24.20
ENSOMYG00000026838	ENSOMYT00000063293	1.67	0.76	0.79	0.67	0.80	1.29	0.79	1.37	1.79	0.21	0.80	1.54
ENSOMYG00000026839	ENSOMYT00000063298	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026841	ENSOMYT00000063295	19.19	15.74	11.15	12.01	11.12	11.02	4.40	7.97	7.19	6.19	7.73	8.12
ENSOMYG00000026842	ENSOMYT00000063296	8.99	10.10	11.79	9.51	7.06	12.84	7.80	7.78	9.89	8.70	15.27	6.78
ENSOMYG00000026843	ENSOMYT00000063328	2.86	2.27	3.65	2.72	3.05	2.52	2.67	3.19	3.09	3.10	3.33	2.54
ENSOMYG00000026844	ENSOMYT00000063297	2.02	0.90	1.58	2.43	2.99	1.39	0.40	0.24	0.62	2.46	2.75	1.40
ENSOMYG00000026845	ENSOMYT00000056654,ENSOMYT00000056676,ENSOMYT00000063303,ENSOMYT00000164761	0.08	0.00	0.00	0.54	0.73	0.00	0.00	0.14	1.03	0.00	0.00	0.00
ENSOMYG00000026846	ENSOMYT00000063301	37.08	23.37	42.27	28.84	35.51	32.29	28.17	23.54	32.36	58.25	95.34	32.05
ENSOMYG00000026848	ENSOMYT00000063306	2.16	3.77	5.04	5.72	6.80	7.67	6.83	7.67	5.25	4.49	4.46	6.03
ENSOMYG00000026849	ENSOMYT00000063305	0.31	0.00	0.18	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026850	ENSOMYT00000063336	6.71	5.17	8.89	6.22	7.91	6.54	4.61	7.08	5.63	5.84	9.54	6.06
ENSOMYG00000026851	ENSOMYT00000063307,ENSOMYT00000063315,ENSOMYT00000063324,ENSOMYT00000063332,ENSOMYT00000063338,ENSOMYT00000063343,ENSOMYT00000063346	8.55	7.99	6.26	6.61	7.56	7.89	4.10	7.44	5.80	4.69	0.92	6.22
ENSOMYG00000026852	ENSOMYT00000063313	0.00	0.00	1.21	0.00	0.00	0.00	0.00	2.94	2.45	0.00	0.00	0.00
ENSOMYG00000026853	ENSOMYT00000063309	1.23	0.54	0.53	0.22	0.42	0.55	0.47	1.04	0.45	0.29	0.34	1.18
ENSOMYG00000026854	ENSOMYT00000007303,ENSOMYT00000063322	3.20	5.86	5.43	5.55	4.83	4.65	5.99	5.36	7.21	4.01	5.05	4.75
ENSOMYG00000026858	ENSOMYT00000063318	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026860	ENSOMYT00000063362,ENSOMYT00000063444,ENSOMYT00000063453,ENSOMYT00000063461,ENSOMYT00000116070,ENSOMYT00000131691,ENSOMYT00000133053,ENSOMYT00000147202,ENSOMYT00000163512,ENSOMYT00000166911	10.35	22.40	6.85	16.15	17.80	18.99	11.10	12.34	15.55	8.28	8.57	11.44
ENSOMYG00000026861	ENSOMYT00000063348,ENSOMYT00000063356	14.56	14.76	5.97	12.13	10.92	8.52	10.03	9.09	10.26	5.64	1.85	10.09
ENSOMYG00000026862	ENSOMYT00000063330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026864	ENSOMYT00000063410,ENSOMYT00000063424,ENSOMYT00000116057,ENSOMYT00000131878	8.05	4.90	6.95	4.88	4.54	8.84	7.85	6.72	6.79	8.29	8.48	5.77
ENSOMYG00000026865	ENSOMYT00000063377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026867	ENSOMYT00000064718,ENSOMYT00000064738,ENSOMYT00000064769,ENSOMYT00000064799,ENSOMYT00000064830,ENSOMYT00000064849,ENSOMYT00000064867,ENSOMYT00000064891,ENSOMYT00000064927,ENSOMYT00000064955	2.66	2.71	9.88	5.41	5.24	8.80	9.38	3.71	10.89	7.40	1.74	10.78
ENSOMYG00000026869	ENSOMYT00000063349,ENSOMYT00000063355	0.28	0.23	0.27	0.50	0.41	0.29	0.00	0.18	0.11	0.04	0.04	0.25
ENSOMYG00000026870	ENSOMYT00000063344	0.00	0.00	0.00	0.00	0.00	0.00	1.91	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026871	ENSOMYT00000063350	38.10	48.84	41.09	35.31	38.24	32.47	31.42	34.80	32.01	38.68	35.40	38.07
ENSOMYG00000026872	ENSOMYT00000064969,ENSOMYT00000064981,ENSOMYT00000065030,ENSOMYT00000065059,ENSOMYT00000065096	12.23	26.60	12.68	18.70	12.89	10.09	5.63	10.26	8.85	4.41	7.88	11.74
ENSOMYG00000026874	ENSOMYT00000009089,ENSOMYT00000063352,ENSOMYT00000133368,ENSOMYT00000134557	0.00	0.15	0.00	0.55	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026876	ENSOMYT00000063368	2.41	1.88	3.21	2.98	4.28	2.49	1.94	1.52	2.03	1.53	1.04	3.31
ENSOMYG00000026878	ENSOMYT00000063381,ENSOMYT00000063397	4.49	0.06	0.44	0.16	0.00	2.41	0.44	2.34	0.51	0.59	0.36	0.14
ENSOMYG00000026879	ENSOMYT00000063389,ENSOMYT00000063445,ENSOMYT00000063458,ENSOMYT00000063484,ENSOMYT00000063529	3.30	1.70	2.96	2.44	1.26	2.63	2.10	1.73	1.86	1.64	1.13	1.77
ENSOMYG00000026880	ENSOMYT00000063367	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026881	ENSOMYT00000063363	3.44	1.14	5.59	2.56	0.40	0.37	0.71	0.98	2.01	1.13	3.37	3.71
ENSOMYG00000026882	ENSOMYT00000063390,ENSOMYT00000063400,ENSOMYT00000163280	16.85	21.55	15.05	16.23	19.38	19.84	15.71	13.27	20.27	19.87	11.83	17.36
ENSOMYG00000026885	ENSOMYT00000063370,ENSOMYT00000063495,ENSOMYT00000063510,ENSOMYT00000063541,ENSOMYT00000063576	12.45	27.95	19.10	24.19	29.75	30.47	9.12	14.87	12.18	7.33	4.22	23.99
ENSOMYG00000026886	ENSOMYT00000063756,ENSOMYT00000063808,ENSOMYT00000063833,ENSOMYT00000063858	33.82	30.64	27.51	26.90	27.36	23.28	0.99	8.06	7.86	0.33	0.89	24.91
ENSOMYG00000026888	ENSOMYT00000063483,ENSOMYT00000128297,ENSOMYT00000150659	17.39	15.97	15.67	15.53	15.40	12.25	10.58	11.26	10.24	9.38	12.67	8.70
ENSOMYG00000026889	ENSOMYT00000063379	1.82	0.98	1.73	0.45	0.52	0.62	1.39	0.99	1.08	1.48	1.55	0.70
ENSOMYG00000026890	ENSOMYT00000063384	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026891	ENSOMYT00000080521	0.00	0.00	0.00	0.00	1.04	0.65	0.67	0.70	0.36	0.00	0.00	0.00
ENSOMYG00000026893	ENSOMYT00000063386	15.43	21.69	16.30	19.32	25.74	14.92	13.25	13.28	17.01	19.84	19.29	8.68
ENSOMYG00000026894	ENSOMYT00000063403,ENSOMYT00000147361,ENSOMYT00000160857,ENSOMYT00000161005	36.32	35.51	25.45	19.39	29.95	31.80	18.95	18.14	19.40	12.21	11.29	17.13
ENSOMYG00000026895	ENSOMYT00000063402	0.42	1.76	1.22	1.25	1.74	2.19	0.00	0.66	1.15	0.25	0.10	1.83
ENSOMYG00000026896	ENSOMYT00000064513,ENSOMYT00000064550,ENSOMYT00000064563,ENSOMYT00000064575,ENSOMYT00000064598,ENSOMYT00000064647,ENSOMYT00000064667,ENSOMYT00000064686,ENSOMYT00000064705,ENSOMYT00000064723	4.12	5.92	4.41	5.10	7.53	6.00	2.75	3.25	3.43	1.51	2.68	4.13
ENSOMYG00000026897	ENSOMYT00000063418	0.64	0.24	0.36	0.60	0.20	0.22	0.18	0.75	0.29	0.08	0.13	0.28
ENSOMYG00000026901	ENSOMYT00000063604,ENSOMYT00000063620,ENSOMYT00000063640,ENSOMYT00000155215	7.08	6.95	5.34	6.84	8.63	7.28	7.25	5.86	5.84	6.26	5.33	5.66
ENSOMYG00000026903	ENSOMYT00000063469,ENSOMYT00000063556,ENSOMYT00000063587,ENSOMYT00000138795	64.18	69.35	58.42	51.20	65.28	48.18	45.10	45.97	44.57	53.91	67.97	42.54
ENSOMYG00000026904	ENSOMYT00000064172,ENSOMYT00000064205,ENSOMYT00000064283,ENSOMYT00000064384	2.54	4.78	3.83	2.79	3.29	4.11	2.75	2.50	3.20	2.13	4.50	3.41
ENSOMYG00000026905	ENSOMYT00000063421	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026906	ENSOMYT00000063435,ENSOMYT00000063465,ENSOMYT00000155660	202.37	464.25	299.93	328.12	533.50	488.38	250.70	743.73	373.39	470.60	340.32	593.78
ENSOMYG00000026908	ENSOMYT00000063414	0.76	4.77	0.94	3.73	3.79	3.70	2.58	2.61	2.50	0.16	1.46	1.79
ENSOMYG00000026909	ENSOMYT00000063427	29.80	27.38	29.31	23.42	25.21	17.48	21.58	30.43	26.80	22.08	37.05	18.61
ENSOMYG00000026910	ENSOMYT00000063417,ENSOMYT00000063422	0.31	0.94	0.00	0.19	0.31	0.43	1.24	0.88	1.36	0.64	1.93	1.61
ENSOMYG00000026911	ENSOMYT00000063426	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026912	ENSOMYT00000063431	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.39	0.00
ENSOMYG00000026915	ENSOMYT00000063423	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000026916	ENSOMYT00000021739,ENSOMYT00000063482,ENSOMYT00000063508,ENSOMYT00000063525,ENSOMYT00000063540,ENSOMYT00000124417	17.61	20.26	18.55	16.48	18.62	24.55	17.53	17.46	20.20	20.45	17.80	19.32
