gene_id	transcript_id(s)	RainbowTrout_RNA_Gill_Immature_Female_R1	RainbowTrout_RNA_Gill_Immature_Female_R2	RainbowTrout_RNA_Gill_Immature_Female_R3	RainbowTrout_RNA_Gill_Immature_Male_R1	RainbowTrout_RNA_Gill_Immature_Male_R2	RainbowTrout_RNA_Gill_Immature_Male_R3	RainbowTrout_RNA_Gill_Mature_Female_R1	RainbowTrout_RNA_Gill_Mature_Female_R2	RainbowTrout_RNA_Gill_Mature_Female_R3	RainbowTrout_RNA_Gill_Mature_Male_R1	RainbowTrout_RNA_Gill_Mature_Male_R2	RainbowTrout_RNA_Gill_Mature_Male_R3
ENSOMYG00000052571	ENSOMYT00000118537	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052572	ENSOMYT00000126231	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052573	ENSOMYT00000123836	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.28	0.22	0.00	0.00	0.00
ENSOMYG00000052574	ENSOMYT00000146992	0.00	0.37	0.10	0.00	0.32	0.00	0.00	0.41	0.35	0.22	1.30	1.14
ENSOMYG00000052575	ENSOMYT00000144527	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052576	ENSOMYT00000158476	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052577	ENSOMYT00000131053	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052578	ENSOMYT00000164236	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00
ENSOMYG00000052579	ENSOMYT00000139558	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052580	ENSOMYT00000058769,ENSOMYT00000094021	2.25	3.35	5.11	2.41	2.93	1.85	6.34	12.10	13.85	12.46	27.43	39.47
ENSOMYG00000052581	ENSOMYT00000151247	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052582	ENSOMYT00000142610	2.10	5.07	4.61	3.34	3.67	2.37	3.11	3.76	4.27	2.93	3.35	4.23
ENSOMYG00000052583	ENSOMYT00000166221	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052584	ENSOMYT00000142896	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052585	ENSOMYT00000133091	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052586	ENSOMYT00000164411	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052587	ENSOMYT00000143309	0.04	0.12	0.06	0.02	0.04	0.02	0.00	0.09	0.02	0.00	0.10	0.28
ENSOMYG00000052588	ENSOMYT00000135461	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052589	ENSOMYT00000116772	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052590	ENSOMYT00000135992	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052591	ENSOMYT00000139905	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.31	0.23	0.71	0.00	0.33
ENSOMYG00000052592	ENSOMYT00000129386	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.08	0.00	0.00
ENSOMYG00000052593	ENSOMYT00000156313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052594	ENSOMYT00000125404	0.00	0.00	0.00	0.04	0.02	0.00	0.00	0.00	0.02	0.02	0.00	0.03
ENSOMYG00000052595	ENSOMYT00000167504	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052596	ENSOMYT00000159025	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052597	ENSOMYT00000148963	11.50	9.71	6.24	8.98	7.61	8.91	19.52	8.56	8.84	7.02	7.42	6.92
ENSOMYG00000052598	ENSOMYT00000164352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052599	ENSOMYT00000157281	1.36	1.41	1.91	0.77	0.73	1.45	2.66	0.72	0.61	2.64	4.87	1.45
ENSOMYG00000052600	ENSOMYT00000154801	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052601	ENSOMYT00000157973	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052602	ENSOMYT00000028986,ENSOMYT00000117411,ENSOMYT00000119519,ENSOMYT00000121865,ENSOMYT00000128475	0.13	0.30	0.08	0.05	0.03	0.12	0.00	0.03	0.03	0.00	0.14	0.06
ENSOMYG00000052603	ENSOMYT00000120893	0.39	0.00	0.10	0.32	0.11	0.00	0.00	0.00	0.09	0.27	0.00	0.12
ENSOMYG00000052604	ENSOMYT00000158808	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052605	ENSOMYT00000153204	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052606	ENSOMYT00000117571	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052607	ENSOMYT00000138283	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052608	ENSOMYT00000134337	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052609	ENSOMYT00000119197	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052610	ENSOMYT00000150944	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052611	ENSOMYT00000157844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052612	ENSOMYT00000164224	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052613	ENSOMYT00000130646	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052614	ENSOMYT00000133816	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052615	ENSOMYT00000158315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052616	ENSOMYT00000055658	0.00	0.40	0.00	0.03	0.00	0.12	0.00	0.00	0.06	0.09	0.08	0.00
ENSOMYG00000052617	ENSOMYT00000160209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.05
ENSOMYG00000052618	ENSOMYT00000117071,ENSOMYT00000119654,ENSOMYT00000132982,ENSOMYT00000133403,ENSOMYT00000138866,ENSOMYT00000144320,ENSOMYT00000147981,ENSOMYT00000167738	1.31	2.90	1.11	2.01	1.21	1.07	1.31	0.48	0.16	0.38	0.98	0.25
ENSOMYG00000052619	ENSOMYT00000117185	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052620	ENSOMYT00000116988,ENSOMYT00000132324,ENSOMYT00000134354,ENSOMYT00000136414,ENSOMYT00000140092,ENSOMYT00000149053,ENSOMYT00000151153,ENSOMYT00000153218,ENSOMYT00000160337	1.61	0.85	0.83	1.56	1.66	1.07	7.07	0.77	0.76	2.62	1.01	1.49
ENSOMYG00000052621	ENSOMYT00000152501	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052622	ENSOMYT00000121722	0.00	0.00	0.00	0.02	0.07	0.04	0.00	0.03	0.01	0.03	0.06	0.11
ENSOMYG00000052623	ENSOMYT00000152041	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052624	ENSOMYT00000146844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052625	ENSOMYT00000079826	3.28	1.66	3.23	0.58	1.17	0.00	8.12	2.21	0.76	2.47	2.59	1.57
ENSOMYG00000052626	ENSOMYT00000124187	0.40	0.50	0.21	0.96	0.22	0.00	0.68	1.13	0.47	0.00	0.24	0.24
ENSOMYG00000052627	ENSOMYT00000149103	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16
ENSOMYG00000052628	ENSOMYT00000144640	0.09	0.00	0.29	0.00	0.53	0.00	0.00	0.07	0.00	0.00	0.08	0.26
ENSOMYG00000052629	ENSOMYT00000146205	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052630	ENSOMYT00000129910	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052631	ENSOMYT00000160480	5.20	4.76	6.01	3.29	4.46	4.51	1.78	5.10	2.34	2.92	5.02	5.13
ENSOMYG00000052632	ENSOMYT00000162861	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052633	ENSOMYT00000167370	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052634	ENSOMYT00000159827	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052635	ENSOMYT00000100981	0.26	0.25	0.00	0.00	0.21	0.23	0.00	0.00	0.19	0.00	0.00	0.48
ENSOMYG00000052636	ENSOMYT00000029387	0.00	0.82	0.75	2.25	0.00	0.94	2.57	6.49	12.81	1.57	1.09	0.00
ENSOMYG00000052637	ENSOMYT00000156495	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052638	ENSOMYT00000123949	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052639	ENSOMYT00000163809	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.11	0.00
ENSOMYG00000052640	ENSOMYT00000118993	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.09	0.00	0.00	0.00
ENSOMYG00000052641	ENSOMYT00000148133	9.22	6.11	9.08	5.50	8.13	7.16	7.15	4.62	5.46	5.65	4.63	6.84
ENSOMYG00000052642	ENSOMYT00000154023	1.49	1.50	2.97	1.01	1.22	1.39	1.68	1.22	2.58	1.70	1.43	1.03
ENSOMYG00000052643	ENSOMYT00000154521	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052644	ENSOMYT00000160223	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	10.60	3.69	0.17	3.38
ENSOMYG00000052645	ENSOMYT00000147825	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052646	ENSOMYT00000061508	0.00	0.33	0.00	0.00	0.00	0.00	0.72	0.05	0.00	0.00	0.06	0.13
ENSOMYG00000052647	ENSOMYT00000147414	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052648	ENSOMYT00000131977	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052649	ENSOMYT00000105598,ENSOMYT00000105612,ENSOMYT00000105618	105.68	114.11	110.81	80.03	97.27	53.09	143.31	91.17	98.62	112.97	120.57	106.80
ENSOMYG00000052650	ENSOMYT00000123205	0.00	0.12	0.10	0.11	0.00	0.23	0.00	0.00	0.00	0.00	0.12	0.00
ENSOMYG00000052651	ENSOMYT00000118324	0.04	0.08	0.00	0.00	0.10	0.00	0.00	0.03	0.00	0.03	0.09	0.04
ENSOMYG00000052652	ENSOMYT00000049489	0.00	0.00	0.91	0.00	0.00	0.00	0.00	0.00	6.40	5.98	0.00	0.00
ENSOMYG00000052653	ENSOMYT00000136311	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052654	ENSOMYT00000120902	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052655	ENSOMYT00000126036	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052656	ENSOMYT00000163302	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052657	ENSOMYT00000151705	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052658	ENSOMYT00000139673	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052659	ENSOMYT00000166726	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052660	ENSOMYT00000136344	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052661	ENSOMYT00000145807	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052662	ENSOMYT00000136387	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052663	ENSOMYT00000156608	0.13	0.00	0.00	2.54	0.64	0.00	0.00	0.00	0.41	0.68	0.00	0.00
ENSOMYG00000052664	ENSOMYT00000036390	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00
ENSOMYG00000052665	ENSOMYT00000140583	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052666	ENSOMYT00000162804	3.34	6.02	2.59	5.59	4.09	4.22	1.80	1.12	1.81	2.87	3.85	2.76
ENSOMYG00000052667	ENSOMYT00000146468	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052668	ENSOMYT00000148761	2.04	2.33	3.29	1.05	5.07	4.89	3.11	0.00	5.96	0.56	0.00	1.08
ENSOMYG00000052669	ENSOMYT00000143216	9.58	4.52	6.00	5.94	3.89	5.76	1.22	6.81	7.27	2.86	3.64	10.49
ENSOMYG00000052670	ENSOMYT00000119260	0.00	0.22	0.00	0.19	0.00	0.40	2.34	0.00	0.33	1.59	0.21	0.62
ENSOMYG00000052671	ENSOMYT00000117960	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052672	ENSOMYT00000121470	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.09	0.11	0.00	0.24
ENSOMYG00000052673	ENSOMYT00000100520	0.48	0.00	0.34	0.11	0.11	0.09	0.93	1.23	0.23	0.93	1.43	0.38
ENSOMYG00000052674	ENSOMYT00000137840	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052675	ENSOMYT00000120193	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052676	ENSOMYT00000140150	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052677	ENSOMYT00000120265	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052678	ENSOMYT00000020459,ENSOMYT00000020471,ENSOMYT00000128169,ENSOMYT00000144544,ENSOMYT00000145686,ENSOMYT00000150157,ENSOMYT00000156282,ENSOMYT00000167758	6.46	4.86	3.59	2.83	5.91	3.42	4.08	3.72	4.48	3.23	6.21	5.75
ENSOMYG00000052679	ENSOMYT00000141704	0.10	0.17	0.25	0.03	0.22	0.08	0.28	0.07	0.06	0.27	0.15	0.22
ENSOMYG00000052680	ENSOMYT00000124188	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.24	0.00
ENSOMYG00000052681	ENSOMYT00000125656,ENSOMYT00000149644	0.00	0.00	0.21	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052682	ENSOMYT00000142993	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052683	ENSOMYT00000148334	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052684	ENSOMYT00000145362	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052685	ENSOMYT00000123425	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052686	ENSOMYT00000120625,ENSOMYT00000123089,ENSOMYT00000132008,ENSOMYT00000133015,ENSOMYT00000150030,ENSOMYT00000151713,ENSOMYT00000152473,ENSOMYT00000160031,ENSOMYT00000161102,ENSOMYT00000162119	10.04	5.79	3.73	4.58	6.47	5.17	4.80	3.59	4.88	4.32	5.10	12.70
ENSOMYG00000052687	ENSOMYT00000160531	0.00	0.22	0.07	0.00	0.00	0.08	0.23	0.07	0.00	0.08	0.08	0.04
ENSOMYG00000052688	ENSOMYT00000133727	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052689	ENSOMYT00000156381	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052690	ENSOMYT00000147151	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052691	ENSOMYT00000136695	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052692	ENSOMYT00000142690	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052693	ENSOMYT00000151810	3.62	1.67	3.41	2.83	1.84	2.10	6.41	4.37	4.55	2.58	0.79	1.38
ENSOMYG00000052694	ENSOMYT00000143502	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052695	ENSOMYT00000146648	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052696	ENSOMYT00000128044	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052697	ENSOMYT00000166344	0.00	0.48	0.00	0.31	0.21	0.00	0.00	0.11	0.09	0.00	0.23	0.12
ENSOMYG00000052698	ENSOMYT00000125598,ENSOMYT00000155726,ENSOMYT00000156987,ENSOMYT00000165493	0.33	0.32	1.13	0.71	1.20	1.69	1.16	1.00	0.84	0.19	0.68	1.45
ENSOMYG00000052699	ENSOMYT00000136825	0.00	0.00	0.00	0.00	0.15	0.05	0.00	0.00	0.00	0.10	0.00	0.00
ENSOMYG00000052700	ENSOMYT00000142161	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052701	ENSOMYT00000117495	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052702	ENSOMYT00000152540	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052703	ENSOMYT00000116157	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052704	ENSOMYT00000129146	6.06	8.45	11.17	11.55	10.75	9.30	6.50	5.55	5.86	10.68	12.80	13.46
ENSOMYG00000052705	ENSOMYT00000120404	0.00	1.26	0.00	2.38	1.17	2.38	0.00	0.00	1.08	0.00	2.75	2.24
ENSOMYG00000052706	ENSOMYT00000121985	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052707	ENSOMYT00000137623	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052708	ENSOMYT00000159047	1.18	0.93	1.25	0.36	1.12	0.59	1.60	2.16	2.42	2.23	1.95	10.53
ENSOMYG00000052709	ENSOMYT00000141769	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
ENSOMYG00000052710	ENSOMYT00000164954	0.00	0.00	0.01	0.01	0.03	0.10	0.00	0.06	0.01	0.04	0.03	0.11
ENSOMYG00000052711	ENSOMYT00000159041	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052712	ENSOMYT00000133505	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052713	ENSOMYT00000137960	0.17	0.00	0.00	0.04	0.03	0.06	0.00	0.00	0.01	0.00	0.00	0.00
ENSOMYG00000052714	ENSOMYT00000120868	13.14	12.26	9.40	9.97	8.97	12.22	11.52	9.98	13.58	12.71	9.31	13.28
ENSOMYG00000052715	ENSOMYT00000132253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052716	ENSOMYT00000116162,ENSOMYT00000117025,ENSOMYT00000119407,ENSOMYT00000122219,ENSOMYT00000148010,ENSOMYT00000148132,ENSOMYT00000156047	2.40	3.13	2.29	2.58	1.69	2.47	1.58	2.47	4.21	1.06	1.28	1.90
ENSOMYG00000052717	ENSOMYT00000121567	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052718	ENSOMYT00000126004	3.90	3.52	3.34	2.35	4.03	2.69	0.86	2.36	1.59	3.18	3.47	2.77
ENSOMYG00000052719	ENSOMYT00000137544	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052720	ENSOMYT00000119124	0.00	2.73	0.05	0.00	0.07	0.00	0.61	0.00	0.16	0.13	1.25	1.11
ENSOMYG00000052721	ENSOMYT00000136105	3.25	2.82	1.98	1.95	1.82	1.03	2.00	3.05	2.20	1.82	0.99	1.21
ENSOMYG00000052722	ENSOMYT00000165068	0.00	0.00	0.00	0.08	0.08	0.13	0.25	0.04	0.00	0.00	0.00	0.09
ENSOMYG00000052723	ENSOMYT00000070073	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052724	ENSOMYT00000131296	0.00	0.70	0.05	0.00	0.00	0.00	0.00	0.31	0.09	0.11	0.12	0.00
ENSOMYG00000052725	ENSOMYT00000127074,ENSOMYT00000139987,ENSOMYT00000155429,ENSOMYT00000160107	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052726	ENSOMYT00000119143	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00
ENSOMYG00000052727	ENSOMYT00000133836	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052728	ENSOMYT00000125676,ENSOMYT00000126415,ENSOMYT00000129026	60.67	64.99	48.14	56.38	44.28	50.74	60.27	39.96	55.25	62.02	46.46	50.77
ENSOMYG00000052729	ENSOMYT00000109338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052730	ENSOMYT00000122370,ENSOMYT00000162474	0.08	0.94	1.18	0.66	1.23	0.00	0.34	0.18	0.23	0.34	0.96	1.26
ENSOMYG00000052731	ENSOMYT00000153152	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00
ENSOMYG00000052732	ENSOMYT00000148169	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052733	ENSOMYT00000116751,ENSOMYT00000148398,ENSOMYT00000150272,ENSOMYT00000156207,ENSOMYT00000166114	2.59	3.45	2.93	2.00	5.51	4.71	6.12	2.01	4.34	6.14	5.10	6.27
ENSOMYG00000052734	ENSOMYT00000160438	0.00	0.00	0.00	0.10	0.07	0.10	0.00	0.03	0.13	0.09	0.10	0.00
ENSOMYG00000052735	ENSOMYT00000146529	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.13
ENSOMYG00000052736	ENSOMYT00000165920	0.26	0.00	0.00	0.00	0.00	0.23	0.00	0.20	0.00	0.00	0.00	0.26
ENSOMYG00000052737	ENSOMYT00000164299	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052738	ENSOMYT00000148876,ENSOMYT00000165535	8.00	10.37	6.50	7.82	5.42	9.30	1.07	5.44	2.35	2.23	2.23	4.72
ENSOMYG00000052739	ENSOMYT00000159826	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052740	ENSOMYT00000130707,ENSOMYT00000136970,ENSOMYT00000140636,ENSOMYT00000141289,ENSOMYT00000142362,ENSOMYT00000145867,ENSOMYT00000148958,ENSOMYT00000156293,ENSOMYT00000158703,ENSOMYT00000160771	1.14	0.81	0.86	0.63	0.36	0.81	1.08	2.44	2.70	1.71	1.42	2.19
ENSOMYG00000052741	ENSOMYT00000159065	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052742	ENSOMYT00000152211	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.12	0.00
ENSOMYG00000052743	ENSOMYT00000131257	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052744	ENSOMYT00000135392	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052745	ENSOMYT00000167687	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052746	ENSOMYT00000131963	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052747	ENSOMYT00000138426	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000052748	ENSOMYT00000150721	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
